controllable,controllable,controllable,controllable,controllable,dynamic,output
4.046293199062347412e-01,8.822688460350036621e-01,8.337524533271789551e-01,5.738361477851867676e-01,1.506001949310302734e-01,6.918567508326586846e-02,-3.161471128463745117e+00
4.044288098812103271e-01,8.809424042701721191e-01,7.540575861930847168e-01,5.726885199546813965e-01,2.046480476856231689e-01,1.481263345792517006e-01,-2.712492465972900391e+00
4.045051634311676025e-01,8.814184665679931641e-01,7.796455025672912598e-01,5.730985999107360840e-01,1.900235265493392944e-01,1.310790868224626649e-01,-2.844416618347167969e+00
4.045700132846832275e-01,8.818464875221252441e-01,8.055551648139953613e-01,5.734699368476867676e-01,1.730082929134368896e-01,1.086877110898238769e-01,-2.991419792175292969e+00
4.046102762222290039e-01,8.821213841438293457e-01,8.236500620841979980e-01,5.737094283103942871e-01,1.591468900442123413e-01,8.637242247971299580e-02,-3.102722883224487305e+00
4.046697914600372314e-01,8.825723528861999512e-01,8.554538488388061523e-01,5.741013884544372559e-01,1.292377561330795288e-01,2.985125649956052235e-04,-3.138680934906005859e+00
4.045942127704620361e-01,8.820272684097290039e-01,8.168979287147521973e-01,5.736184120178222656e-01,1.645883172750473022e-01,9.569819965237472137e-02,-3.060818910598754883e+00
4.045301079750061035e-01,8.815817832946777344e-01,7.892620563507080078e-01,5.732406377792358398e-01,1.840378344058990479e-01,1.236197897052935396e-01,-2.896966457366943359e+00
4.046152532100677490e-01,8.821464180946350098e-01,8.251529932022094727e-01,5.737309455871582031e-01,1.579253822565078735e-01,8.407427064960085183e-02,-3.111988544464111328e+00
4.046358466148376465e-01,8.823177814483642578e-01,8.370681405067443848e-01,5.738786458969116211e-01,1.475547999143600464e-01,6.221435602575318968e-02,-3.178187847137451172e+00
4.046467542648315430e-01,8.823992609977722168e-01,8.428233861923217773e-01,5.739490985870361328e-01,1.421330571174621582e-01,4.809321505423937160e-02,-3.199057579040527344e+00
4.046512544155120850e-01,8.824524879455566406e-01,8.457468152046203613e-01,5.739759206771850586e-01,1.392834335565567017e-01,3.950834710050727533e-02,-3.203116178512573242e+00
4.044597148895263672e-01,8.811803460121154785e-01,7.666286826133728027e-01,5.728879570960998535e-01,1.976873725652694702e-01,1.401654484244852505e-01,-2.776025772094726562e+00
4.046554565429687500e-01,8.824623823165893555e-01,8.473692536354064941e-01,5.740048885345458984e-01,1.376619786024093628e-01,3.437506098901089990e-02,-3.202404499053955078e+00
4.043825268745422363e-01,8.806605339050292969e-01,7.405458092689514160e-01,5.724458098411560059e-01,2.117622643709182739e-01,1.561381351985780264e-01,-2.645484685897827148e+00
4.045161604881286621e-01,8.814914822578430176e-01,7.838715314865112305e-01,5.731617212295532227e-01,1.874439567327499390e-01,1.279014300030465734e-01,-2.867215633392333984e+00
4.046670198440551758e-01,8.825550675392150879e-01,8.541610240936279297e-01,5.740869045257568359e-01,1.306119412183761597e-01,6.885879908603557975e-03,-3.158868312835693359e+00
4.046219289302825928e-01,8.822147250175476074e-01,8.299240469932556152e-01,5.737889409065246582e-01,1.539128273725509644e-01,7.624688746888912128e-02,-3.140309333801269531e+00
4.046607315540313721e-01,8.825019001960754395e-01,8.502166867256164551e-01,5.740391016006469727e-01,1.347645223140716553e-01,2.411803601551828005e-02,-3.193951129913330078e+00
4.045854210853576660e-01,8.819547891616821289e-01,8.125555515289306641e-01,5.735630989074707031e-01,1.678943336009979248e-01,1.010070158141802982e-01,-3.033964872360229492e+00
4.046402573585510254e-01,8.823488354682922363e-01,8.392928838729858398e-01,5.739059448242187500e-01,1.454875022172927856e-01,5.708739127708089417e-02,-3.187791824340820312e+00
4.045640528202056885e-01,8.817968368530273438e-01,8.024602532386779785e-01,5.734315514564514160e-01,1.751657277345657349e-01,1.117582561912919686e-01,-2.973230600357055664e+00
4.043511450290679932e-01,8.804727792739868164e-01,7.321065664291381836e-01,5.722842216491699219e-01,2.160364240407943726e-01,1.609557681531932627e-01,-2.603849411010742188e+00
4.046643078327178955e-01,8.825296759605407715e-01,8.522565364837646484e-01,5.740637183189392090e-01,1.326410919427871704e-01,1.573702021367053006e-02,-3.180128574371337891e+00
4.046599268913269043e-01,8.824923038482666016e-01,8.495481610298156738e-01,5.740314722061157227e-01,1.354622840881347656e-01,2.671110121463512663e-02,-3.196971416473388672e+00
