evaluation,mae
2.000000000000000000e+00,6.473244047164916637e-01
1.000000000000000000e+01,8.228637218475342019e-01
2.000000000000000000e+01,3.942901682853698908e-01
3.000000000000000000e+01,4.079493141174316273e-01
4.000000000000000000e+01,3.944868803024291770e-01
5.000000000000000000e+01,4.068867802619934304e-01
6.000000000000000000e+01,4.158632135391235329e-01
7.000000000000000000e+01,4.187748217582702437e-01
8.000000000000000000e+01,1.469686174392700329e-01
9.000000000000000000e+01,2.032843971252441539e-01
1.000000000000000000e+02,1.692072391510009710e-01
