evaluation,mae
2.000000000000000000e+00,2.756602762043476318e+00
1.000000000000000000e+01,2.751345919668674256e+00
2.000000000000000000e+01,2.697488953471183670e+00
3.000000000000000000e+01,3.483294773101806574e-01
4.000000000000000000e+01,3.480892658233642467e-01
5.000000000000000000e+01,2.161345481872558455e-02
6.000000000000000000e+01,9.059696197509766250e-03
7.000000000000000000e+01,6.249914169311523646e-03
8.000000000000000000e+01,5.719232559204101736e-03
9.000000000000000000e+01,5.690450668334960833e-03
1.000000000000000000e+02,5.601434707641601320e-03
