evaluation,mae
2.000000000000000000e+00,2.187799265254288805e+00
1.000000000000000000e+01,1.838157901763916025e+00
2.000000000000000000e+01,8.955988025665283514e-01
3.000000000000000000e+01,3.982859134674072155e-01
4.000000000000000000e+01,1.310933208465576150e-01
5.000000000000000000e+01,1.246060323715210000e-01
6.000000000000000000e+01,1.245007801055908192e-01
7.000000000000000000e+01,1.170084714889526312e-01
8.000000000000000000e+01,9.868136405944824552e-02
9.000000000000000000e+01,9.989750862121582475e-02
1.000000000000000000e+02,1.022683954238891579e-01
