evaluation,mae
2.000000000000000000e+00,2.372626088857650917e+00
1.000000000000000000e+01,1.783531103134155194e+00
2.000000000000000000e+01,1.782920923233032306e+00
3.000000000000000000e+01,1.132785778045654279e+00
4.000000000000000000e+01,6.424126291275024103e-01
5.000000000000000000e+01,5.644882249832153809e-01
6.000000000000000000e+01,1.490375900268554599e-01
7.000000000000000000e+01,7.970520973205566517e-02
8.000000000000000000e+01,3.105134487152099582e-02
9.000000000000000000e+01,1.769241809844970814e-02
1.000000000000000000e+02,1.223336219787597712e-02
