evaluation,mae
2.000000000000000000e+00,2.164324055314064132e+00
1.000000000000000000e+01,6.646979522705077637e-01
2.000000000000000000e+01,3.707603001594543257e-01
3.000000000000000000e+01,1.142092943191528320e-01
4.000000000000000000e+01,8.321899175643920898e-02
5.000000000000000000e+01,7.785576820373535378e-02
6.000000000000000000e+01,7.590062856674194280e-02
7.000000000000000000e+01,7.493626356124877264e-02
8.000000000000000000e+01,7.481943368911743442e-02
9.000000000000000000e+01,7.463680982589721014e-02
1.000000000000000000e+02,7.441901683807372603e-02
