evaluation,mae
2.000000000000000000e+00,1.570464228391647232e+00
1.000000000000000000e+01,1.407276728153228795e+00
2.000000000000000000e+01,1.342945694923400879e+00
3.000000000000000000e+01,6.936470282077789040e-01
4.000000000000000000e+01,6.386607515811920655e-01
5.000000000000000000e+01,3.943769645690917702e-01
6.000000000000000000e+01,4.017482233047485196e-01
7.000000000000000000e+01,4.003451967239379794e-01
8.000000000000000000e+01,4.060600042343139870e-01
9.000000000000000000e+01,4.062969398498534890e-01
1.000000000000000000e+02,2.502646350860595614e-01
