evaluation,mae
2.000000000000000000e+00,2.926227630972862315e+00
1.000000000000000000e+01,2.900207558572292399e+00
2.000000000000000000e+01,2.383115658760070588e+00
3.000000000000000000e+01,2.142959921360015674e+00
4.000000000000000000e+01,1.985760059356689533e+00
5.000000000000000000e+01,8.663177776336670188e-01
6.000000000000000000e+01,3.593690872192382979e-02
7.000000000000000000e+01,4.456023216247558677e-02
8.000000000000000000e+01,4.880142211914062500e-02
9.000000000000000000e+01,2.571250915527343792e-02
1.000000000000000000e+02,2.969072341918945271e-02
