evaluation,mae
2.000000000000000000e+00,2.569953677952289794e+00
1.000000000000000000e+01,1.549859142303466886e+00
2.000000000000000000e+01,6.246876811981201261e-01
3.000000000000000000e+01,6.168770408630370738e-01
4.000000000000000000e+01,9.247671222686767445e-01
5.000000000000000000e+01,1.185068729519844100e+00
6.000000000000000000e+01,8.805048704147339089e-01
7.000000000000000000e+01,7.586061120033263938e-01
8.000000000000000000e+01,3.577740049362182484e-01
9.000000000000000000e+01,9.132169938087463246e-01
1.000000000000000000e+02,4.151103591918945401e-01
