evaluation,mae
2.000000000000000000e+00,2.781638394594192487e+00
1.000000000000000000e+01,2.629319467544555700e+00
2.000000000000000000e+01,4.098339176177978604e-01
3.000000000000000000e+01,4.259139060974120872e-01
4.000000000000000000e+01,4.399653244018554843e-01
5.000000000000000000e+01,3.609923362731933677e-02
6.000000000000000000e+01,3.237714290618896179e-02
7.000000000000000000e+01,3.139288902282715010e-02
8.000000000000000000e+01,3.389075279235839733e-02
9.000000000000000000e+01,3.348884582519531111e-02
1.000000000000000000e+02,1.693097114562988267e-02
