evaluation,mae
2.000000000000000000e+00,2.348936074376106298e+00
1.000000000000000000e+01,1.215349340438842685e+00
2.000000000000000000e+01,1.423108038902282768e+00
3.000000000000000000e+01,1.642166726589202819e+00
4.000000000000000000e+01,6.053906917572021706e-01
5.000000000000000000e+01,8.057971477508545088e-02
6.000000000000000000e+01,9.150621414184570424e-02
7.000000000000000000e+01,3.870089054107665738e-02
8.000000000000000000e+01,2.778480529785156208e-02
9.000000000000000000e+01,2.080943584442138811e-02
1.000000000000000000e+02,2.210264205932617118e-02
