evaluation,mae
2.000000000000000000e+00,3.055764589756727379e+00
1.000000000000000000e+01,2.517518596649169993e+00
2.000000000000000000e+01,7.487392520904541104e-01
3.000000000000000000e+01,2.280623245239257746e-01
4.000000000000000000e+01,8.316510200500487615e-02
5.000000000000000000e+01,2.783026695251464983e-02
6.000000000000000000e+01,3.155180931091308705e-02
7.000000000000000000e+01,3.240449905395507979e-02
8.000000000000000000e+01,3.645330429077148215e-02
9.000000000000000000e+01,3.991630554199218639e-02
1.000000000000000000e+02,4.141050338745116965e-02
