evaluation,mae
2.000000000000000000e+00,2.552695980072021698e+00
1.000000000000000000e+01,1.849951624870300293e+00
2.000000000000000000e+01,2.900078010559081765e-01
3.000000000000000000e+01,3.163221359252929576e-02
4.000000000000000000e+01,9.344434738159180034e-03
5.000000000000000000e+01,8.755655288696288438e-03
6.000000000000000000e+01,8.143796920776366632e-03
7.000000000000000000e+01,8.286180496215820798e-03
8.000000000000000000e+01,8.266105651855468195e-03
9.000000000000000000e+01,6.856536865234375347e-03
1.000000000000000000e+02,4.806623458862304375e-03
