evaluation,mae
2.000000000000000000e+00,2.699530961811542618e+00
1.000000000000000000e+01,2.642642624080181246e+00
2.000000000000000000e+01,2.497435287237167234e+00
3.000000000000000000e+01,1.841235284805297745e+00
4.000000000000000000e+01,1.289732470512390039e+00
5.000000000000000000e+01,9.324278473854065163e-01
6.000000000000000000e+01,7.149604535102844771e-01
7.000000000000000000e+01,7.468150949478149503e-01
8.000000000000000000e+01,8.087617993354797585e-01
9.000000000000000000e+01,8.099322628974914284e-01
1.000000000000000000e+02,8.435803508758544789e-01
