evaluation,mae
2.000000000000000000e+00,2.708624821305274821e+00
1.000000000000000000e+01,2.354442325830459648e+00
2.000000000000000000e+01,2.227148989439010407e+00
3.000000000000000000e+01,3.583160305023193604e-01
4.000000000000000000e+01,1.837085056304931519e-01
5.000000000000000000e+01,1.759161949157714844e-01
6.000000000000000000e+01,7.411972045898437833e-02
7.000000000000000000e+01,5.965137481689452778e-03
8.000000000000000000e+01,4.168605804443359722e-03
9.000000000000000000e+01,5.328330993652343611e-03
1.000000000000000000e+02,6.154212951660156111e-03
