evaluation,mae
2.000000000000000000e+00,6.399534702301025169e-01
1.000000000000000000e+01,3.742032623291015603e-01
2.000000000000000000e+01,4.179722261428833185e-01
3.000000000000000000e+01,4.115821790695190496e-01
4.000000000000000000e+01,4.107369399070739946e-01
5.000000000000000000e+01,4.144472026824951305e-01
6.000000000000000000e+01,4.574233150482177601e-01
7.000000000000000000e+01,4.558042049407958762e-01
8.000000000000000000e+01,4.263618016242980979e-01
9.000000000000000000e+01,4.307514429092407227e-01
1.000000000000000000e+02,4.327657699584960826e-01
