evaluation,mae
2.000000000000000000e+00,2.344524196609854894e+00
1.000000000000000000e+01,2.294015627801418322e+00
2.000000000000000000e+01,2.217688308358192639e+00
3.000000000000000000e+01,2.212587785720825373e+00
4.000000000000000000e+01,1.110701627731323304e+00
5.000000000000000000e+01,2.857121610641479292e-01
6.000000000000000000e+01,2.700214171409606734e-01
7.000000000000000000e+01,2.595851159095763916e-01
8.000000000000000000e+01,2.622787904739379838e-01
9.000000000000000000e+01,2.512255096435546675e-01
1.000000000000000000e+02,1.609179544448852417e-01
