evaluation,mae
2.000000000000000000e+00,2.788944117128849154e+00
1.000000000000000000e+01,2.493872419595718259e+00
2.000000000000000000e+01,2.034274535179138255e+00
3.000000000000000000e+01,2.484652819633483833e+00
4.000000000000000000e+01,7.281479978561401500e-01
5.000000000000000000e+01,1.934846401214599665e-01
6.000000000000000000e+01,1.614184999465942405e-01
7.000000000000000000e+01,1.546419715881347523e-01
8.000000000000000000e+01,1.647226762771606401e-01
9.000000000000000000e+01,1.802549362182617049e-02
1.000000000000000000e+02,1.634736061096191476e-02
