controllable,controllable,controllable,controllable,controllable,dynamic,output
2.196524441242218018e-01,3.592399656772613525e-01,7.915420532226562500e-01,2.845817804336547852e-01,2.241951078176498413e-01,9.925347627210885371e-01,-1.737628698348999023e+00
2.020149230957031250e-01,1.502071470022201538e-01,4.767053723335266113e-01,2.755109071731567383e-01,3.115141093730926514e-01,6.678412426762806442e-01,-3.319494247436523438e+00
2.155125290155410767e-01,3.221875727176666260e-01,7.549932599067687988e-01,2.823962867259979248e-01,2.563138902187347412e-01,9.353931959941417240e-01,-1.944730281829833984e+00
2.058513015508651733e-01,1.614298224449157715e-01,4.956532418727874756e-01,2.775215804576873779e-01,3.086369335651397705e-01,8.454879456268200588e-01,-2.527811050415039062e+00
2.049047797918319702e-01,1.544231474399566650e-01,4.810558855533599854e-01,2.770374417304992676e-01,3.099776208400726318e-01,7.788108631620805911e-01,-2.962892055511474609e+00
2.053715139627456665e-01,1.564025431871414185e-01,4.848537743091583252e-01,2.772760689258575439e-01,3.095422685146331787e-01,8.045431601236793240e-01,-2.808885812759399414e+00
2.055309861898422241e-01,1.827531158924102783e-01,5.414825081825256348e-01,2.773872315883636475e-01,3.051880002021789551e-01,9.008268922058439987e-01,-2.111474514007568359e+00
2.187072485685348511e-01,3.503059744834899902e-01,7.835502624511718750e-01,2.840248346328735352e-01,2.337147593498229980e-01,9.742036887873645190e-01,-1.804504394531250000e+00
2.025800198316574097e-01,1.506211459636688232e-01,4.765802025794982910e-01,2.758173942565917969e-01,3.112676143646240234e-01,6.866990993587969161e-01,-3.300090312957763672e+00
2.031936645507812500e-01,1.512085497379302979e-01,4.767649471759796143e-01,2.761457562446594238e-01,3.109833598136901855e-01,7.082174445105029470e-01,-3.256034612655639648e+00
2.034493684768676758e-01,1.515081822872161865e-01,4.769740104675292969e-01,2.762810587882995605e-01,3.108581304550170898e-01,7.175710565192895407e-01,-3.229828357696533203e+00
2.113793641328811646e-01,2.876336276531219482e-01,7.125429511070251465e-01,2.804178595542907715e-01,2.749801278114318848e-01,9.121607802932041320e-01,-2.039006233215332031e+00
2.058883607387542725e-01,1.681538373231887817e-01,5.106001496315002441e-01,2.775496244430541992e-01,3.075640797615051270e-01,8.746966847559326519e-01,-2.310087203979492188e+00
2.044969201087951660e-01,1.532978564500808716e-01,4.791730940341949463e-01,2.768277525901794434e-01,3.102682828903198242e-01,7.597241594497829986e-01,-3.062517404556274414e+00
2.178038358688354492e-01,3.422226011753082275e-01,7.758806943893432617e-01,2.835452258586883545e-01,2.411979436874389648e-01,9.605535713059492053e-01,-1.853376269340515137e+00
2.059062421321868896e-01,1.637337207794189453e-01,5.007827281951904297e-01,2.775523662567138672e-01,3.082621395587921143e-01,8.577107338625641342e-01,-2.437854528427124023e+00
2.016756534576416016e-01,1.500029116868972778e-01,4.768824875354766846e-01,2.753247916698455811e-01,3.116573393344879150e-01,6.568586356467633891e-01,-3.322362899780273438e+00
2.057640850543975830e-01,1.738082319498062134e-01,5.228897929191589355e-01,2.774933874607086182e-01,3.066698312759399414e-01,8.886339243036340818e-01,-2.204015254974365234e+00
2.039634734392166138e-01,1.522484868764877319e-01,4.777217507362365723e-01,2.765508890151977539e-01,3.105877339839935303e-01,7.373496389333571432e-01,-3.160985708236694336e+00
2.046220004558563232e-01,1.536032557487487793e-01,4.796573519706726074e-01,2.768912613391876221e-01,3.101846575736999512e-01,7.653278741719192757e-01,-3.034681081771850586e+00
2.170049697160720825e-01,3.349691629409790039e-01,7.686377167701721191e-01,2.831281423568725586e-01,2.471623718738555908e-01,9.501888935951909865e-01,-1.890520691871643066e+00
2.037018239498138428e-01,1.518534421920776367e-01,4.772829413414001465e-01,2.764154374599456787e-01,3.107269406318664551e-01,7.272386219792786877e-01,-3.198408603668212891e+00
2.057494670152664185e-01,1.595821082592010498e-01,4.915831387042999268e-01,2.774682939052581787e-01,3.089501559734344482e-01,8.332435519744686436e-01,-2.615578651428222656e+00
2.054503262042999268e-01,1.568765342235565186e-01,4.858173131942749023e-01,2.773158550262451172e-01,3.094481825828552246e-01,8.096156335407859173e-01,-2.776199817657470703e+00
2.137691527605056763e-01,3.076541423797607422e-01,7.381145954132080078e-01,2.815619111061096191e-01,2.650552392005920410e-01,9.229986722783224407e-01,-1.992769598960876465e+00
