evaluation,mae
2.000000000000000000e+00,2.976060013175010788e+00
1.000000000000000000e+01,2.865077184252440734e+00
2.000000000000000000e+01,1.888379955291747958e+00
3.000000000000000000e+01,1.240260424613952583e+00
4.000000000000000000e+01,8.168538188934326705e-01
5.000000000000000000e+01,2.928847312927245969e-02
6.000000000000000000e+01,2.059401512145996038e-02
7.000000000000000000e+01,1.495701789855957003e-02
8.000000000000000000e+01,1.961837768554687556e-02
9.000000000000000000e+01,9.985904693603515209e-03
1.000000000000000000e+02,9.830074310302734306e-03
