evaluation,mae
2.000000000000000000e+00,2.279580402374267400e+00
1.000000000000000000e+01,1.515506839752197299e-01
2.000000000000000000e+01,1.571621894836425920e-02
3.000000000000000000e+01,1.819424629211425712e-02
4.000000000000000000e+01,9.133787155151366563e-03
5.000000000000000000e+01,4.176635742187500416e-03
6.000000000000000000e+01,4.799461364746094097e-03
7.000000000000000000e+01,2.601289749145507899e-03
8.000000000000000000e+01,3.200511932373046892e-03
9.000000000000000000e+01,2.589731216430664253e-03
1.000000000000000000e+02,3.208055496215820191e-03
