evaluation,mae
2.000000000000000000e+00,2.922005739808082758e+00
1.000000000000000000e+01,2.681765278577804779e+00
2.000000000000000000e+01,2.072724776268005442e+00
3.000000000000000000e+01,1.213201622962951642e+00
4.000000000000000000e+01,5.721400070190429954e-01
5.000000000000000000e+01,5.036926269531250000e-02
6.000000000000000000e+01,2.585633277893066573e-02
7.000000000000000000e+01,2.587063789367675948e-02
8.000000000000000000e+01,2.009547233581543066e-02
9.000000000000000000e+01,2.284808158874511788e-02
1.000000000000000000e+02,2.243933677673339705e-02
