evaluation,mae
2.000000000000000000e+00,2.744699721336364640e+00
1.000000000000000000e+01,2.280062820911407329e+00
2.000000000000000000e+01,3.310841655731200928e-01
3.000000000000000000e+01,3.490046501159668191e-01
4.000000000000000000e+01,3.458545494079590110e-01
5.000000000000000000e+01,1.785949707031250083e-02
6.000000000000000000e+01,1.435410499572753983e-02
7.000000000000000000e+01,1.179353713989257819e-02
8.000000000000000000e+01,7.851686477661132951e-03
9.000000000000000000e+01,8.284358978271485000e-03
1.000000000000000000e+02,7.066183090209961215e-03
