evaluation,mae
2.000000000000000000e+00,2.164510848596691961e+00
1.000000000000000000e+01,1.624841930866241402e+00
2.000000000000000000e+01,8.943639564514159757e-01
3.000000000000000000e+01,8.889148855209350053e-01
4.000000000000000000e+01,3.150164985656738192e-01
5.000000000000000000e+01,3.243334341049194380e-01
6.000000000000000000e+01,1.878550291061401312e-01
7.000000000000000000e+01,8.168423175811767578e-02
8.000000000000000000e+01,2.403196334838867201e-02
9.000000000000000000e+01,2.683270931243896332e-02
1.000000000000000000e+02,2.783173561096191281e-02
