evaluation,mae
2.000000000000000000e+00,2.064325778782367671e+00
1.000000000000000000e+01,2.053890908807515903e+00
2.000000000000000000e+01,1.958734866380691608e+00
3.000000000000000000e+01,1.528856551647186368e+00
4.000000000000000000e+01,1.743975127935409652e+00
5.000000000000000000e+01,9.743040943145752086e-01
6.000000000000000000e+01,9.407697796821594682e-01
7.000000000000000000e+01,4.359564065933227428e-01
8.000000000000000000e+01,4.262132954597472878e-01
9.000000000000000000e+01,4.243685245513916238e-01
1.000000000000000000e+02,4.162574934959411554e-01
