evaluation,mape
2.000000000000000000e+00,9.509053269723376500e-01
1.000000000000000000e+01,9.147762375779048272e-01
2.000000000000000000e+01,2.431770891227766351e-01
3.000000000000000000e+01,5.345813157944721006e-01
4.000000000000000000e+01,4.758073217058420568e-01
5.000000000000000000e+01,2.065518789332563554e-01
6.000000000000000000e+01,1.433361732236859143e-01
7.000000000000000000e+01,1.500849762314164226e-01
8.000000000000000000e+01,1.857590677763033549e-01
9.000000000000000000e+01,1.671401643004539750e-01
1.000000000000000000e+02,1.027880588933607897e-01
