evaluation,mape
2.000000000000000000e+00,9.411448591875881675e-01
1.000000000000000000e+01,2.719792164901726483e-01
2.000000000000000000e+01,6.114015484700238146e-01
3.000000000000000000e+01,5.700454358963766843e-01
4.000000000000000000e+01,5.618416457470076786e-01
5.000000000000000000e+01,5.646012582971865479e-01
6.000000000000000000e+01,5.650297089803139050e-01
7.000000000000000000e+01,4.910461607764509684e-01
8.000000000000000000e+01,4.727850097387265027e-01
9.000000000000000000e+01,4.782289183827089230e-01
1.000000000000000000e+02,4.698947750999697415e-01
