evaluation,mape
2.000000000000000000e+00,9.465199406601635390e-01
1.000000000000000000e+01,8.734988633208028430e-01
2.000000000000000000e+01,8.007376819226509346e-01
3.000000000000000000e+01,7.991672573564981841e-01
4.000000000000000000e+01,6.349218833213347013e-01
5.000000000000000000e+01,5.776158913966988884e-01
6.000000000000000000e+01,5.555119326017877723e-01
7.000000000000000000e+01,5.554293403139197727e-01
8.000000000000000000e+01,4.807473906794785257e-01
9.000000000000000000e+01,4.044774708674749863e-01
1.000000000000000000e+02,2.957390877400141727e-01
