4.046593308448791504e-01,8.823667764663696289e-01,0.000000000000000000e+00,5.739155411720275879e-01,1.455061137676239014e-01,3.858161717653274536e-02,-3.084019184112548828e+00
4.046562314033508301e-01,8.823369145393371582e-01,5.000000074505805969e-02,5.738905072212219238e-01,1.474178880453109741e-01,3.861387446522712708e-02,-3.097357034683227539e+00
4.046525359153747559e-01,8.823106884956359863e-01,1.000000014901161194e-01,5.738669037818908691e-01,1.491346955299377441e-01,3.864375501871109009e-02,-3.109962463378906250e+00
4.046489000320434570e-01,8.822852969169616699e-01,1.500000059604644775e-01,5.738459229469299316e-01,1.506904959678649902e-01,3.867239132523536682e-02,-3.121829271316528320e+00
4.046426713466644287e-01,8.822605013847351074e-01,2.000000029802322388e-01,5.738248825073242188e-01,1.520031094551086426e-01,3.869897127151489258e-02,-3.132956504821777344e+00
4.046351611614227295e-01,8.822348117828369141e-01,2.500000000000000000e-01,5.738062858581542969e-01,1.531836837530136108e-01,3.872449696063995361e-02,-3.143343448638916016e+00
4.046309292316436768e-01,8.822203874588012695e-01,3.000000119209289551e-01,5.737906694412231445e-01,1.542322486639022827e-01,3.875904157757759094e-02,-3.152986526489257812e+00
2.150754034519195557e-01,1.469147652387619019e-01,3.499999940395355225e-01,2.816510200500488281e-01,3.083175122737884521e-01,6.602513194084167480e-01,-3.206980228424072266e+00
2.092007845640182495e-01,1.478565186262130737e-01,4.000000059604644775e-01,2.791086137294769287e-01,3.096928596496582031e-01,6.587749719619750977e-01,-3.274640560150146484e+00
2.039784044027328491e-01,1.491411179304122925e-01,4.500000178813934326e-01,2.765537500381469727e-01,3.110406398773193359e-01,6.576253175735473633e-01,-3.315881967544555664e+00
2.000938206911087036e-01,1.508840024471282959e-01,5.000000000000000000e-01,2.744404077529907227e-01,3.120633661746978760e-01,6.572603583335876465e-01,-3.317142724990844727e+00
1.979989558458328247e-01,1.532786488533020020e-01,5.499999523162841797e-01,2.732163667678833008e-01,3.124474585056304932e-01,6.581681966781616211e-01,-3.267113447189331055e+00
4.045861363410949707e-01,8.821995258331298828e-01,6.000000238418579102e-01,5.737856626510620117e-01,1.529134362936019897e-01,3.877384215593338013e-02,-3.193597316741943359e+00
4.045966267585754395e-01,8.822412490844726562e-01,6.499999761581420898e-01,5.738204121589660645e-01,1.506276428699493408e-01,3.872666880488395691e-02,-3.197190761566162109e+00
4.046123027801513672e-01,8.822962045669555664e-01,6.999999880790710449e-01,5.738619565963745117e-01,1.478956639766693115e-01,3.866953030228614807e-02,-3.199896812438964844e+00
4.046286344528198242e-01,8.823443055152893066e-01,7.500000000000000000e-01,5.739083886146545410e-01,1.448478251695632935e-01,3.860848024487495422e-02,-3.201765537261962891e+00
4.046416282653808594e-01,8.823997378349304199e-01,8.000000119209289551e-01,5.739514827728271484e-01,1.417395025491714478e-01,3.854757547378540039e-02,-3.202843189239501953e+00
4.046539068222045898e-01,8.824480175971984863e-01,8.500000238418579102e-01,5.739925503730773926e-01,1.387016475200653076e-01,3.849144652485847473e-02,-3.203159809112548828e+00
4.046633243560791016e-01,8.824926018714904785e-01,8.999999761581420898e-01,5.740297436714172363e-01,1.357865631580352783e-01,3.844263777136802673e-02,-3.202728271484375000e+00
4.046717584133148193e-01,8.825275897979736328e-01,9.499999880790710449e-01,5.740654468536376953e-01,1.330579072237014771e-01,3.839718177914619446e-02,-3.201548814773559570e+00
4.046768248081207275e-01,8.825658559799194336e-01,1.000000000000000000e+00,5.740913152694702148e-01,1.304882913827896118e-01,3.836008906364440918e-02,-3.199614286422729492e+00
