0.000000000000000000e+00,1.506067663431167603e-01,4.803468883037567139e-01,2.746640145778656006e-01,3.119640052318572998e-01,6.572516560554504395e-01,-2.840775728225708008e+00
5.000000074505805969e-02,1.506125032901763916e-01,4.824815392494201660e-01,2.739648222923278809e-01,3.123886287212371826e-01,6.566902399063110352e-01,-3.041985273361206055e+00
1.000000014901161194e-01,1.505180597305297852e-01,4.826627373695373535e-01,2.738356888294219971e-01,3.124821186065673828e-01,6.565062403678894043e-01,-3.194453239440917969e+00
1.500000059604644775e-01,1.503205299377441406e-01,4.808778762817382812e-01,2.742935419082641602e-01,3.122342228889465332e-01,6.567109823226928711e-01,-3.289283514022827148e+00
2.000000029802322388e-01,1.500225812196731567e-01,4.770408272743225098e-01,2.752902507781982422e-01,3.116749525070190430e-01,6.572756767272949219e-01,-3.322333097457885742e+00
2.500000000000000000e-01,1.496316194534301758e-01,4.710088968276977539e-01,2.767230570316314697e-01,3.108700513839721680e-01,6.581374406814575195e-01,-3.294539213180541992e+00
3.000000119209289551e-01,1.491633951663970947e-01,4.626253545284271240e-01,2.784469723701477051e-01,3.099074065685272217e-01,6.592053174972534180e-01,-3.211250305175781250e+00
3.499999940395355225e-01,1.486403495073318481e-01,4.518261551856994629e-01,2.802959382534027100e-01,3.088853061199188232e-01,6.603718996047973633e-01,-3.080821275711059570e+00
4.000000059604644775e-01,8.824415802955627441e-01,8.457362651824951172e-01,5.739874839782714844e-01,1.391151994466781616e-01,3.849974274635314941e-02,-3.201984405517578125e+00
4.500000178813934326e-01,8.824632167816162109e-01,8.486856818199157715e-01,5.740051865577697754e-01,1.380391269922256470e-01,3.847877308726310730e-02,-3.093225479125976562e+00
5.000000000000000000e-01,8.824468851089477539e-01,8.493573069572448730e-01,5.739898681640625000e-01,1.391680985689163208e-01,3.849298134446144104e-02,-2.744878530502319336e+00
5.499999523162841797e-01,1.468011736869812012e-01,3.963606357574462891e-01,2.860840260982513428e-01,3.057599961757659912e-01,6.641492247581481934e-01,-2.274326801300048828e+00
6.000000238418579102e-01,1.465741097927093506e-01,3.853246867656707764e-01,2.868241071701049805e-01,3.053629994392395020e-01,6.646774411201477051e-01,-2.040917158126831055e+00
6.499999761581420898e-01,1.464514881372451782e-01,3.769782781600952148e-01,2.873388230800628662e-01,3.050832748413085938e-01,6.650789976119995117e-01,-1.807327747344970703e+00
6.999999880790710449e-01,1.464258432388305664e-01,3.711875975131988525e-01,2.876866161823272705e-01,3.048868179321289062e-01,6.653963923454284668e-01,-1.578830122947692871e+00
7.500000000000000000e-01,3.908127844333648682e-01,8.182535171508789062e-01,2.911804616451263428e-01,1.737548261880874634e-01,9.552855491638183594e-01,-1.383778929710388184e+00
8.000000119209289551e-01,3.967612385749816895e-01,8.217090964317321777e-01,2.924217283725738525e-01,1.591490507125854492e-01,9.663503766059875488e-01,-1.340204000473022461e+00
8.500000238418579102e-01,4.009467959403991699e-01,8.240547776222229004e-01,2.938966453075408936e-01,1.472794562578201294e-01,9.743111729621887207e-01,-1.303890109062194824e+00
8.999999761581420898e-01,4.040128290653228760e-01,8.257291316986083984e-01,2.956908345222473145e-01,1.375734359025955200e-01,9.802363514900207520e-01,-1.273393511772155762e+00
9.499999880790710449e-01,4.063105583190917969e-01,8.269608020782470703e-01,2.978979945182800293e-01,1.296491026878356934e-01,9.847302436828613281e-01,-1.247638940811157227e+00
1.000000000000000000e+00,4.080559015274047852e-01,8.278838396072387695e-01,3.006220161914825439e-01,1.232114881277084351e-01,9.881753325462341309e-01,-1.225774765014648438e+00
