4.046800136566162109e-01,8.826785087585449219e-01,8.612614870071411133e-01,5.741947293281555176e-01,0.000000000000000000e+00,3.823579475283622742e-02,-3.197402000427246094e+00
4.046720862388610840e-01,8.826103806495666504e-01,8.566890954971313477e-01,5.741347670555114746e-01,5.000000074505805969e-02,3.831174969673156738e-02,-3.200754880905151367e+00
4.046621322631835938e-01,8.825222253799438477e-01,8.510110378265380859e-01,5.740578174591064453e-01,1.000000014901161194e-01,3.841007873415946960e-02,-3.202688455581665039e+00
4.046504199504852295e-01,8.824224472045898438e-01,8.446795940399169922e-01,5.739696621894836426e-01,1.500000059604644775e-01,3.852089494466781616e-02,-3.203122377395629883e+00
4.046387076377868652e-01,8.823251724243164062e-01,8.384962081909179688e-01,5.738849043846130371e-01,2.000000029802322388e-01,3.862911090254783630e-02,-3.201915502548217773e+00
4.046274423599243164e-01,8.822510242462158203e-01,8.334745764732360840e-01,5.738192796707153320e-01,2.500000000000000000e-01,3.871319815516471863e-02,-3.198894023895263672e+00
2.022852003574371338e-01,1.500161290168762207e-01,4.757761359214782715e-01,2.756572365760803223e-01,3.000000119209289551e-01,6.575698256492614746e-01,-3.315675258636474609e+00
1.988032311201095581e-01,1.501828730106353760e-01,4.823900759220123291e-01,2.736917734146118164e-01,3.499999940395355225e-01,6.561091542243957520e-01,-3.251743555068969727e+00
4.046255052089691162e-01,8.822834491729736328e-01,8.315263390541076660e-01,5.738503932952880859e-01,4.000000059604644775e-01,3.867675736546516418e-02,-3.177918672561645508e+00
4.046322703361511230e-01,8.823686242103576660e-01,8.348690867424011230e-01,5.739257335662841797e-01,4.500000178813934326e-01,3.858212381601333618e-02,-3.167112827301025391e+00
4.046421349048614502e-01,8.824597001075744629e-01,8.388780951499938965e-01,5.740106105804443359e-01,5.000000000000000000e-01,3.847286850214004517e-02,-3.154675006866455078e+00
4.046414792537689209e-01,8.825471997261047363e-01,8.427399992942810059e-01,5.740824937820434570e-01,5.499999523162841797e-01,3.838865458965301514e-02,-3.140776395797729492e+00
4.046544730663299561e-01,8.826211094856262207e-01,8.458099961280822754e-01,5.741503238677978516e-01,6.000000238418579102e-01,3.830193728208541870e-02,-3.125530958175659180e+00
4.046581089496612549e-01,8.826713562011718750e-01,8.478995561599731445e-01,5.741947293281555176e-01,6.499999761581420898e-01,3.824699670076370239e-02,-3.108989000320434570e+00
4.046602547168731689e-01,8.827005028724670410e-01,8.490616679191589355e-01,5.742214322090148926e-01,6.999999880790710449e-01,3.821182996034622192e-02,-3.091154098510742188e+00
4.046612679958343506e-01,8.827173709869384766e-01,8.496016860008239746e-01,5.742408633232116699e-01,7.500000000000000000e-01,3.818801045417785645e-02,-3.072008848190307617e+00
4.046622812747955322e-01,8.827297687530517578e-01,8.498568534851074219e-01,5.742457509040832520e-01,8.000000119209289551e-01,3.818136081099510193e-02,-3.051535606384277344e+00
4.046626687049865723e-01,8.827347755432128906e-01,8.499605655670166016e-01,5.742517113685607910e-01,8.500000238418579102e-01,3.817649185657501221e-02,-3.029727220535278320e+00
4.046628773212432861e-01,8.827359080314636230e-01,8.500975966453552246e-01,5.742526650428771973e-01,8.999999761581420898e-01,3.817423805594444275e-02,-3.006590843200683594e+00
4.046628475189208984e-01,8.827384114265441895e-01,8.503723144531250000e-01,5.742539167404174805e-01,9.499999880790710449e-01,3.817240148782730103e-02,-2.982146263122558594e+00
4.046632051467895508e-01,8.827398419380187988e-01,8.508114218711853027e-01,5.742568373680114746e-01,1.000000000000000000e+00,3.817026317119598389e-02,-2.956421613693237305e+00
