evaluation,mape
2.000000000000000000e+00,9.162416619723166011e-01
1.000000000000000000e+01,8.379470577207921433e-01
2.000000000000000000e+01,8.840055331338195765e-01
3.000000000000000000e+01,6.165058810684409529e-01
4.000000000000000000e+01,2.424995510212572813e-01
5.000000000000000000e+01,2.808610876273099910e-01
6.000000000000000000e+01,1.404591373499119722e-01
7.000000000000000000e+01,1.316527662042300539e-01
8.000000000000000000e+01,1.270711577556930538e-01
9.000000000000000000e+01,1.156646859371560920e-01
1.000000000000000000e+02,7.524480086383522615e-02
