evaluation,mape
2.000000000000000000e+00,8.779847562522675730e-01
1.000000000000000000e+01,8.534511000399669367e-01
2.000000000000000000e+01,3.712853408103079511e-01
3.000000000000000000e+01,1.720949627549198668e-01
4.000000000000000000e+01,1.202813507890679173e-01
5.000000000000000000e+01,1.317206172072548920e-01
6.000000000000000000e+01,1.339962885402793125e-01
7.000000000000000000e+01,1.342272862880205253e-01
8.000000000000000000e+01,9.024413020002032548e-02
9.000000000000000000e+01,8.958376182156285727e-02
1.000000000000000000e+02,9.059106254782685330e-02
