evaluation,mape
2.000000000000000000e+00,9.142637517076227516e-01
1.000000000000000000e+01,2.649525001454359208e-01
2.000000000000000000e+01,1.248144354591213950e-01
3.000000000000000000e+01,3.615117381301224259e-02
4.000000000000000000e+01,2.951672907375837290e-02
5.000000000000000000e+01,2.360506348077906838e-02
6.000000000000000000e+01,2.216790293350683408e-02
7.000000000000000000e+01,2.690498113171206976e-02
8.000000000000000000e+01,2.805932651267637953e-02
9.000000000000000000e+01,2.650029573622672552e-02
1.000000000000000000e+02,2.514596489102840365e-02
