evaluation,mape
2.000000000000000000e+00,6.152819996545999537e-01
1.000000000000000000e+01,4.556789716052576655e-01
2.000000000000000000e+01,7.570842769401572858e-02
3.000000000000000000e+01,1.041942482650912022e-01
4.000000000000000000e+01,1.128797759135199696e-01
5.000000000000000000e+01,9.436206254105972135e-02
6.000000000000000000e+01,9.934544822376185913e-02
7.000000000000000000e+01,9.897705623704373956e-02
8.000000000000000000e+01,7.590919027844496292e-02
9.000000000000000000e+01,4.950897921007692964e-02
1.000000000000000000e+02,5.184645914800448119e-02
