evaluation,mae
2.000000000000000000e+00,2.572523060292005503e+00
1.000000000000000000e+01,2.442659602165222044e+00
2.000000000000000000e+01,2.005574324131011998e+00
3.000000000000000000e+01,1.630555536746978840e+00
4.000000000000000000e+01,6.651922655105590998e-01
5.000000000000000000e+01,5.155893564224243164e-01
6.000000000000000000e+01,5.288368391990662110e-01
7.000000000000000000e+01,5.980375581979751054e-01
8.000000000000000000e+01,6.050737065076827736e-01
9.000000000000000000e+01,6.158333855867386131e-01
1.000000000000000000e+02,1.648566675186157182e-01
