evaluation,mae
2.000000000000000000e+00,2.830580922067165162e+00
1.000000000000000000e+01,2.650171086788177366e+00
2.000000000000000000e+01,2.568692815303802668e+00
3.000000000000000000e+01,1.913410587310790945e+00
4.000000000000000000e+01,1.197029819488525382e+00
5.000000000000000000e+01,5.522174358367919478e-01
6.000000000000000000e+01,2.517896175384521373e-01
7.000000000000000000e+01,6.428268432617187389e-02
8.000000000000000000e+01,1.568994522094726424e-02
9.000000000000000000e+01,1.233164787292480476e-02
1.000000000000000000e+02,1.191765785217285128e-02
