evaluation,mae
2.000000000000000000e+00,1.950534618496894801e+00
1.000000000000000000e+01,1.722579392194747872e+00
2.000000000000000000e+01,1.771451917290687517e+00
3.000000000000000000e+01,1.125867269039154017e+00
4.000000000000000000e+01,1.318950119614601180e+00
5.000000000000000000e+01,1.358341784477233860e+00
6.000000000000000000e+01,1.093618711233139029e+00
7.000000000000000000e+01,1.113731172084808430e+00
8.000000000000000000e+01,4.334747314453125111e-01
9.000000000000000000e+01,2.860910940170288130e-01
1.000000000000000000e+02,9.107192516326904907e-02
