controllable,controllable,controllable,controllable,controllable,dynamic,output
8.112374284600767371e-01,3.075914099201896290e-01,5.954240212290068390e-01,4.124235035456074172e-01,3.044230752828066544e-01,9.834535130452342067e-01,6.425715493396881861e-01
9.904963895678520203e-03,6.035091280937194824e-01,7.644724249839782715e-01,7.721891999244689941e-01,1.260524392127990723e-01,1.000000000000000000e+00,7.826834917068481445e-01
7.866918109357357025e-03,6.041864156723022461e-01,7.649640440940856934e-01,7.731581926345825195e-01,1.255798339843750000e-01,1.000000000000000000e+00,7.811871767044067383e-01
1.126103475689888000e-01,6.891422271728515625e-01,6.906942129135131836e-01,6.317945718765258789e-01,2.087364494800567627e-01,1.000000000000000000e+00,4.646932482719421387e-01
0.000000000000000000e+00,2.933435000693806231e-19,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.702902436256408691e-01,4.023018482257612050e-05
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.429914951324462891e-01,1.887018233537673950e-02
3.469591736793518066e-01,4.086497426033020020e-01,7.511062026023864746e-01,6.505305171012878418e-01,8.848919719457626343e-02,8.981515765190124512e-01,1.073588728904724121e+00
0.000000000000000000e+00,2.939847111701965332e-01,9.636318683624267578e-01,1.000000000000000000e+00,0.000000000000000000e+00,8.965669274330139160e-01,5.894843339920043945e-01
0.000000000000000000e+00,7.595894485712051392e-02,7.678431868553161621e-01,0.000000000000000000e+00,1.000000000000000000e+00,8.776968717575073242e-01,1.880608946084976196e-01
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.358500599861145020e-01,3.250921281505725347e-06
0.000000000000000000e+00,1.000000000000000000e+00,5.761075615882873535e-01,1.000000000000000000e+00,3.827024996280670166e-02,7.980524301528930664e-01,7.903867401182651520e-03
1.000000000000000000e+00,4.885520935058593750e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.144701719284057617e-01,2.854302874766290188e-05
9.837990999221801758e-01,8.401344418525695801e-01,7.725323438644409180e-01,8.997033834457397461e-01,2.501136064529418945e-02,7.850141525268554688e-01,8.773333579301834106e-02
1.000000000000000000e+00,5.042848587036132812e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.210965394973754883e-01,6.673883181065320969e-04
0.000000000000000000e+00,4.516631364822387695e-01,5.590081214904785156e-01,1.000000000000000000e+00,0.000000000000000000e+00,8.560909628868103027e-01,2.295077592134475708e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.738259494304656982e-01,8.252983689308166504e-01,1.426057070493698120e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.848613440990447998e-01,0.000000000000000000e+00,8.593366742134094238e-01,2.153432071208953857e-01
0.000000000000000000e+00,0.000000000000000000e+00,8.297951221466064453e-01,1.000000000000000000e+00,3.273881971836090088e-01,8.699961900711059570e-01,1.188028976321220398e-01
0.000000000000000000e+00,4.987889230251312256e-01,7.815554141998291016e-01,0.000000000000000000e+00,1.000000000000000000e+00,8.201766014099121094e-01,1.607840657234191895e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.761825323104858398e-01,9.661185322329401970e-05
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.231178173352840707e-18,1.000000000000000000e+00,8.213079571723937988e-01,2.362183760851621628e-03
1.000000000000000000e+00,0.000000000000000000e+00,4.711396396160125732e-01,0.000000000000000000e+00,2.431389689445495605e-01,8.582275509834289551e-01,1.572593450546264648e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.431324362754821777e-01,1.958311302587389946e-03
