evaluation,mape
2.000000000000000000e+00,6.437076867723433571e-01
1.000000000000000000e+01,7.317925825973905507e-01
2.000000000000000000e+01,6.872015222112163313e-01
3.000000000000000000e+01,6.481883697279076095e-01
4.000000000000000000e+01,3.529103600138973618e-01
5.000000000000000000e+01,2.560401928649294612e-01
6.000000000000000000e+01,1.727986872078307867e-01
7.000000000000000000e+01,1.628746045425960853e-01
8.000000000000000000e+01,1.612639697876467049e-01
9.000000000000000000e+01,1.734402332497716470e-01
1.000000000000000000e+02,1.796226343592013108e-01
