controllable,controllable,controllable,environmental,controllable,environmental,output
1.858268976211547852e-01,1.563420593738555908e-01,5.058942437171936035e-01,2.197989970445632935e-01,3.199868500232696533e-01,2.476017922163009644e-01,-8.806298375129699707e-01
2.006448954343795776e-01,1.491684019565582275e-01,4.759648144245147705e-01,4.032072424888610840e-01,3.124285340309143066e-01,4.701941311359405518e-01,-2.167851686477661133e+00
1.761813610792160034e-01,1.527340263128280640e-01,5.160474181175231934e-01,1.263011097908020020e-01,3.248339891433715820e-01,3.134410977363586426e-01,-1.129557490348815918e+00
2.001630365848541260e-01,1.504727154970169067e-01,4.781684577465057373e-01,4.742891788482666016e-01,3.127979636192321777e-01,4.407339990139007568e-01,-1.594849348068237305e+00
4.046232104301452637e-01,8.821905255317687988e-01,8.291302919387817383e-01,5.319999456405639648e-01,1.550851762294769287e-01,5.572152882814407349e-02,-3.134591102600097656e+00
4.046476483345031738e-01,8.825755119323730469e-01,8.557362556457519531e-01,7.153802514076232910e-01,1.267364919185638428e-01,6.706518679857254028e-02,-2.593355178833007812e+00
1.596982181072235107e-01,1.584965288639068604e-01,5.351325273513793945e-01,2.658795937895774841e-02,3.452269136905670166e-01,1.771317273378372192e-01,-3.746171295642852783e-01
4.040064811706542969e-01,8.784912824630737305e-01,6.662721633911132812e-01,6.110894680023193359e-01,2.467551976442337036e-01,2.158717215061187744e-01,-2.047832489013671875e+00
1.859044581651687622e-01,1.525169014930725098e-01,5.033382177352905273e-01,2.133088260889053345e-01,3.190155923366546631e-01,3.103679120540618896e-01,-1.266389846801757812e+00
1.817918419837951660e-01,1.513234823942184448e-01,5.081328749656677246e-01,1.592569798231124878e-01,3.208586573600769043e-01,3.703449666500091553e-01,-1.584401011466979980e+00
4.016701579093933105e-01,8.639128208160400391e-01,5.490005016326904297e-01,4.111801087856292725e-01,2.934873700141906738e-01,2.255125045776367188e-01,-1.573819041252136230e+00
4.010761976242065430e-01,8.644527792930603027e-01,5.559197664260864258e-01,1.934243440628051758e-01,2.971712350845336914e-01,1.083109453320503235e-01,-7.341825366020202637e-01
1.776089817285537720e-01,1.522957086563110352e-01,5.141071081161499023e-01,1.340669393539428711e-01,3.237127065658569336e-01,3.297313749790191650e-01,-1.248031020164489746e+00
4.015618860721588135e-01,8.641108870506286621e-01,5.509282946586608887e-01,3.310976028442382812e-01,2.941156923770904541e-01,1.854292750358581543e-01,-1.371116995811462402e+00
4.045245051383972168e-01,8.815425634384155273e-01,7.867724299430847168e-01,5.147986412048339844e-01,1.862169355154037476e-01,9.634343534708023071e-02,-2.954399108886718750e+00
4.046519398689270020e-01,8.824300169944763184e-01,8.455415964126586914e-01,5.646770596504211426e-01,1.398349553346633911e-01,3.592614829540252686e-02,-3.200091361999511719e+00
4.030686318874359131e-01,8.728785514831542969e-01,5.923019051551818848e-01,5.800234675407409668e-01,2.783646583557128906e-01,2.567980289459228516e-01,-1.677182078361511230e+00
3.953034579753875732e-01,8.280937671661376953e-01,5.117749571800231934e-01,2.736252248287200928e-01,3.077721595764160156e-01,2.320320904254913330e-01,-8.775821328163146973e-01
4.045386016368865967e-01,8.816959857940673828e-01,7.914372682571411133e-01,6.768910884857177734e-01,1.791196018457412720e-01,1.677109897136688232e-01,-2.282741069793701172e+00
4.009195268154144287e-01,8.605916500091552734e-01,5.438835024833679199e-01,6.534813046455383301e-01,2.974107563495635986e-01,3.415550291538238525e-01,-8.769254684448242188e-01
4.038714468479156494e-01,8.776496052742004395e-01,6.507514119148254395e-01,5.572006702423095703e-01,2.540203332901000977e-01,2.022246122360229492e-01,-2.213660240173339844e+00
4.039639532566070557e-01,8.786100149154663086e-01,6.651569604873657227e-01,6.852675676345825195e-01,2.449602931737899780e-01,2.455183565616607666e-01,-1.563487529754638672e+00
2.000093609094619751e-01,1.564836800098419189e-01,4.839717745780944824e-01,4.808519482612609863e-01,3.139272034168243408e-01,3.545561432838439941e-01,-1.096319913864135742e+00
4.024603366851806641e-01,8.695801496505737305e-01,5.721089243888854980e-01,6.312618255615234375e-01,2.866276800632476807e-01,2.982260286808013916e-01,-1.241538524627685547e+00
3.980523645877838135e-01,8.488238453865051270e-01,5.335535407066345215e-01,1.873020678758621216e-01,3.068425357341766357e-01,1.536895483732223511e-01,-6.488098502159118652e-01
1.992410570383071899e-01,1.536836028099060059e-01,4.828459918498992920e-01,4.312383234500885010e-01,3.137299418449401855e-01,3.614337146282196045e-01,-1.333227872848510742e+00
3.994254171848297119e-01,8.521778583526611328e-01,5.299052000045776367e-01,2.833342254161834717e-01,3.023752570152282715e-01,1.977174431085586548e-01,-1.040201306343078613e+00
4.035058319568634033e-01,8.764608502388000488e-01,6.231234669685363770e-01,2.339376062154769897e-01,2.638452947139739990e-01,4.337128624320030212e-02,-1.018952488899230957e+00
1.980773806571960449e-01,1.544979959726333618e-01,4.855920672416687012e-01,3.867765367031097412e-01,3.142738044261932373e-01,3.341079652309417725e-01,-1.302324414253234863e+00
4.038531482219696045e-01,8.774983286857604980e-01,6.480367779731750488e-01,4.330241680145263672e-01,2.552901506423950195e-01,1.436726152896881104e-01,-2.269286870956420898e+00
4.031033515930175781e-01,8.739432692527770996e-01,5.980032682418823242e-01,2.464230209589004517e-01,2.764081656932830811e-01,7.897771894931793213e-02,-1.089670538902282715e+00
1.663463115692138672e-01,1.538156718015670776e-01,5.273408293724060059e-01,3.700226172804832458e-02,3.336877226829528809e-01,3.813543617725372314e-01,-1.227762460708618164e+00
1.983602195978164673e-01,1.499618738889694214e-01,4.810112714767456055e-01,3.664097487926483154e-01,3.133446276187896729e-01,4.169889688491821289e-01,-1.951920032501220703e+00
4.045276939868927002e-01,8.815478682518005371e-01,7.875545620918273926e-01,4.571533501148223877e-01,1.851837933063507080e-01,6.395396590232849121e-02,-2.771961927413940430e+00
1.675967276096343994e-01,1.544278860092163086e-01,5.262335538864135742e-01,6.768543273210525513e-02,3.327786922454833984e-01,2.805707752704620361e-01,-8.192373514175415039e-01
4.046697020530700684e-01,8.825618028640747070e-01,8.545171022415161133e-01,5.981044769287109375e-01,1.300263553857803345e-01,1.764003932476043701e-02,-3.165481805801391602e+00
3.923146724700927734e-01,8.360341191291809082e-01,5.412806272506713867e-01,4.824844747781753540e-02,3.227983117103576660e-01,8.933490514755249023e-02,-2.191468030214309692e-01
1.671378463506698608e-01,1.626022756099700928e-01,5.298789143562316895e-01,7.974953949451446533e-02,3.368604183197021484e-01,1.294988393783569336e-01,-2.990528047084808350e-01
4.046377539634704590e-01,8.823626637458801270e-01,8.378605842590332031e-01,7.017219066619873047e-01,1.442063450813293457e-01,1.210383176803588867e-01,-2.473610401153564453e+00
4.032361507415771484e-01,8.743380308151245117e-01,6.036154627799987793e-01,3.481558561325073242e-01,2.736008763313293457e-01,1.337757706642150879e-01,-1.722484111785888672e+00
1.954206973314285278e-01,1.502385437488555908e-01,4.865636527538299561e-01,3.117917776107788086e-01,3.144411742687225342e-01,3.941285610198974609e-01,-1.904315829277038574e+00
1.821729689836502075e-01,1.509775966405868530e-01,5.076259374618530273e-01,1.535021066665649414e-01,3.205612003803253174e-01,3.993922472000122070e-01,-1.771189093589782715e+00
1.638130098581314087e-01,1.547622680664062500e-01,5.304140448570251465e-01,2.449740655720233917e-03,3.367528319358825684e-01,4.587924778461456299e-01,-1.432014942169189453e+00
4.046651124954223633e-01,8.825026750564575195e-01,8.507472872734069824e-01,5.435692667961120605e-01,1.341520398855209351e-01,5.780981853604316711e-03,-3.126527309417724609e+00
4.003342986106872559e-01,8.549451828002929688e-01,5.283177495002746582e-01,4.931863248348236084e-01,2.992258667945861816e-01,2.898616492748260498e-01,-1.325557470321655273e+00
1.720768362283706665e-01,1.541396081447601318e-01,5.214129686355590820e-01,1.031222864985466003e-01,3.284868001937866211e-01,2.708464562892913818e-01,-8.460981249809265137e-01
1.971554011106491089e-01,1.499555110931396484e-01,4.832276105880737305e-01,3.384397923946380615e-01,3.137833774089813232e-01,4.109209775924682617e-01,-1.985408186912536621e+00
1.935249418020248413e-01,1.562965065240859985e-01,4.953410923480987549e-01,6.466869711875915527e-01,3.160932064056396484e-01,4.313928484916687012e-01,-6.331732869148254395e-01
1.767168343067169189e-01,1.517880260944366455e-01,5.151242613792419434e-01,9.500800073146820068e-02,3.239620029926300049e-01,4.523793756961822510e-01,-1.872228026390075684e+00
4.042684435844421387e-01,8.800034523010253906e-01,7.073913216590881348e-01,2.953327596187591553e-01,2.247821539640426636e-01,2.019623294472694397e-02,-1.471849560737609863e+00
