controllable,controllable,controllable,environmental,controllable,environmental,output
6.503685155057432610e-01,1.220938412368275383e-01,6.797644160247038325e-01,8.818709453602487924e-01,5.824984588711074052e-01,4.781406842929836198e-01,1.339887164150755511e-02
1.682268232107162476e-01,9.500394463539123535e-01,7.879637181758880615e-02,9.265742897987365723e-01,8.739030361175537109e-01,4.612986147403717041e-01,2.584675885736942291e-02
8.715191483497619629e-02,9.859060645103454590e-01,6.853635907173156738e-01,8.745831847190856934e-01,2.354697138071060181e-01,4.723368883132934570e-01,2.381993830204010010e-02
5.449641123414039612e-02,8.817037343978881836e-01,2.685730531811714172e-02,9.401262998580932617e-01,7.667816877365112305e-01,4.660599827766418457e-01,7.591657340526580811e-03
9.401609897613525391e-01,3.864972889423370361e-01,7.419863939285278320e-01,1.000000000000000000e+00,5.251519381999969482e-03,4.266882836818695068e-01,9.698507376015186310e-03
2.585768699645996094e-01,8.966428637504577637e-01,9.721508622169494629e-01,1.000000000000000000e+00,9.256137013435363770e-01,4.160504341125488281e-01,4.617370292544364929e-02
1.341124530881643295e-02,5.171641111373901367e-01,9.847422838211059570e-01,9.407303929328918457e-01,9.558418393135070801e-01,3.904336392879486084e-01,4.429430235177278519e-03
9.883663654327392578e-01,5.325861275196075439e-02,2.618958950042724609e-01,9.309246540069580078e-01,1.316506862640380859e-01,4.162119626998901367e-01,3.096489002928137779e-03
9.680262804031372070e-01,9.912366271018981934e-01,7.479909658432006836e-01,8.465595841407775879e-01,6.868332624435424805e-02,4.311931431293487549e-01,1.532355905510485172e-03
3.270584046840667725e-01,6.473751366138458252e-02,9.671087861061096191e-01,9.258373975753784180e-01,9.846870303153991699e-01,4.560564458370208740e-01,2.029143040999770164e-03
1.398664116859436035e-01,9.786424040794372559e-01,5.216564983129501343e-02,1.000000000000000000e+00,5.887635946273803711e-01,4.606986939907073975e-01,1.172717940062284470e-02
1.021002009510993958e-01,3.870952874422073364e-02,2.043121904134750366e-01,1.000000000000000000e+00,9.771327972412109375e-01,5.030484199523925781e-01,3.425004193559288979e-03
1.264173816889524460e-02,3.274389356374740601e-02,9.767811894416809082e-01,9.601069092750549316e-01,9.385578036308288574e-01,4.868207573890686035e-01,1.633134903386235237e-03
8.038257956504821777e-01,9.894814491271972656e-01,3.880968093872070312e-01,8.993806838989257812e-01,9.260771870613098145e-01,4.991027712821960449e-01,3.248487366363406181e-03
9.222379326820373535e-01,9.872075915336608887e-01,9.620195627212524414e-01,9.763069152832031250e-01,1.967782974243164062e-01,4.927978217601776123e-01,1.327513484284281731e-03
5.446514487266540527e-02,5.982404202222824097e-02,6.832768917083740234e-01,9.319329261779785156e-01,1.478401198983192444e-02,4.826673865318298340e-01,2.229503542184829712e-02
9.164565801620483398e-01,5.540728569030761719e-02,8.667544275522232056e-02,9.509248137474060059e-01,9.481393694877624512e-01,5.105817914009094238e-01,9.274428521166555583e-06
9.554874151945114136e-03,1.463757157325744629e-01,1.139080710709095001e-02,9.941813945770263672e-01,8.185312896966934204e-02,5.549526214599609375e-01,5.740993190556764603e-03
9.745480418205261230e-01,2.596937492489814758e-02,7.324880361557006836e-01,9.373852014541625977e-01,9.554129838943481445e-01,6.029101014137268066e-01,9.529767703497782350e-05
1.020040921866893768e-02,9.764907360076904297e-01,9.881108067929744720e-03,9.010250568389892578e-01,8.442887663841247559e-01,6.011127233505249023e-01,8.631977252662181854e-04
9.785152077674865723e-01,1.016484946012496948e-01,1.117356866598129272e-01,9.152423143386840820e-01,2.612875699996948242e-01,5.756011009216308594e-01,9.172390215098857880e-03
4.170917868614196777e-01,7.045717239379882812e-01,7.405114173889160156e-01,9.933999776840209961e-01,4.048948287963867188e-01,5.722488760948181152e-01,3.029249794781208038e-02
1.899454509839415550e-03,2.062200456857681274e-01,4.689708352088928223e-02,9.331342577934265137e-01,4.284404218196868896e-02,5.786590576171875000e-01,1.006939448416233063e-02
9.212122112512588501e-02,8.624688386917114258e-01,6.855571866035461426e-01,9.707685708999633789e-01,3.675321638584136963e-01,5.635703802108764648e-01,1.494727469980716705e-02
9.835450053215026855e-01,8.191643357276916504e-01,2.692192196846008301e-01,9.987501502037048340e-01,9.427731037139892578e-01,5.549550056457519531e-01,3.979532630182802677e-05
8.034839034080505371e-01,9.987452626228332520e-01,9.827569723129272461e-01,1.000000000000000000e+00,1.180969178676605225e-01,5.231463909149169922e-01,2.344058360904455185e-03
5.860295891761779785e-02,8.348429948091506958e-02,9.567778110504150391e-01,1.000000000000000000e+00,4.155847430229187012e-02,5.027776956558227539e-01,1.211542263627052307e-02
3.070529177784919739e-02,2.217862755060195923e-01,9.755187630653381348e-01,1.000000000000000000e+00,4.352983459830284119e-02,5.435966849327087402e-01,3.270422294735908508e-02
4.515016674995422363e-01,8.091620206832885742e-01,1.077181175351142883e-01,9.582036733627319336e-01,4.801090955734252930e-01,5.847436785697937012e-01,1.318024843931198120e-02
3.395264148712158203e-01,1.342395693063735962e-01,8.237030357122421265e-02,1.000000000000000000e+00,1.416797563433647156e-02,5.367379188537597656e-01,3.691086312755942345e-03
4.743438959121704102e-01,6.018158197402954102e-01,8.473044037818908691e-01,9.087389707565307617e-01,4.302306473255157471e-02,5.335533022880554199e-01,6.001020222902297974e-02
3.314080238342285156e-01,9.545516371726989746e-01,9.853276014328002930e-01,9.384945034980773926e-01,1.108391359448432922e-01,4.856396615505218506e-01,4.703713953495025635e-02
