evaluation,mape
2.000000000000000000e+00,7.144682380586199200e-01
1.000000000000000000e+01,2.206974444571935923e+00
2.000000000000000000e+01,3.812285180902929005e-01
3.000000000000000000e+01,4.413098261761190799e-01
4.000000000000000000e+01,4.057547965557030678e-01
5.000000000000000000e+01,4.000963615898751047e-01
6.000000000000000000e+01,3.434931033651954513e-01
7.000000000000000000e+01,3.436288973371635636e-01
8.000000000000000000e+01,3.991679461942643226e-01
9.000000000000000000e+01,3.163555769246217397e-01
1.000000000000000000e+02,1.872374656856298780e-01
