controllable,controllable,controllable,environmental,controllable,environmental,output
1.777128577232360840e-01,1.646416038274765015e-01,5.241988301277160645e-01,7.980070114135742188e-01,3.243326842784881592e-01,4.761952161788940430e-01,-2.246215641498565674e-01
4.038189649581909180e-01,8.795244097709655762e-01,6.672608256340026855e-01,9.451516270637512207e-01,2.271155565977096558e-01,3.156104981899261475e-01,-2.771050333976745605e-01
4.044540226459503174e-01,8.812575340270996094e-01,7.668235301971435547e-01,6.865506172180175781e-01,1.941940337419509888e-01,1.893943101167678833e-01,-2.054780006408691406e+00
1.975470483303070068e-01,1.565715521574020386e-01,4.885772168636322021e-01,5.820712447166442871e-01,3.147480487823486328e-01,3.974595665931701660e-01,-8.266324996948242188e-01
4.043399393558502197e-01,8.804237842559814453e-01,7.285634875297546387e-01,6.129394769668579102e-01,2.168152332305908203e-01,1.809672564268112183e-01,-2.381467342376708984e+00
2.020638138055801392e-01,1.502894759178161621e-01,4.764563143253326416e-01,5.469521284103393555e-01,3.115731775760650635e-01,5.900116562843322754e-01,-1.629001259803771973e+00
1.865376383066177368e-01,1.647765040397644043e-01,5.218282341957092285e-01,7.369811534881591797e-01,3.158167898654937744e-01,5.965738892555236816e-01,-4.696426689624786377e-01
4.037892520427703857e-01,8.776385188102722168e-01,6.455349326133728027e-01,6.727239489555358887e-01,2.547027170658111572e-01,2.533370554447174072e-01,-1.536183476448059082e+00
4.029226005077362061e-01,8.751248121261596680e-01,6.086015105247497559e-01,8.541893362998962402e-01,2.725075781345367432e-01,3.431526124477386475e-01,-4.045733809471130371e-01
1.995778977870941162e-01,1.526205390691757202e-01,4.813013374805450439e-01,4.909525811672210693e-01,3.133795559406280518e-01,4.016823470592498779e-01,-1.295404791831970215e+00
1.904742121696472168e-01,1.546743065118789673e-01,5.013306736946105957e-01,6.899880170822143555e-01,3.159601986408233643e-01,5.293930172920227051e-01,-6.103987693786621094e-01
4.043194353580474854e-01,8.804092407226562500e-01,7.255586981773376465e-01,6.461875438690185547e-01,2.172051668167114258e-01,1.966051310300827026e-01,-2.149044752120971680e+00
4.043884575366973877e-01,8.810541033744812012e-01,7.465448975563049316e-01,7.515046000480651855e-01,2.004483938217163086e-01,2.243124395608901978e-01,-1.444256901741027832e+00
1.666070222854614258e-01,2.376152724027633667e-01,6.022654771804809570e-01,8.932440280914306641e-01,3.143299221992492676e-01,5.487904548645019531e-01,-1.134941801428794861e-01
2.006521224975585938e-01,1.497817039489746094e-01,4.769580662250518799e-01,5.159054994583129883e-01,3.123936057090759277e-01,4.967150688171386719e-01,-1.592760086059570312e+00
4.040280878543853760e-01,8.786807060241699219e-01,6.729539036750793457e-01,5.949228405952453613e-01,2.438885569572448730e-01,2.050655633211135864e-01,-2.176374912261962891e+00
1.980007290840148926e-01,1.519201695919036865e-01,4.838781952857971191e-01,5.670922994613647461e-01,3.136756718158721924e-01,4.522931277751922607e-01,-1.093214511871337891e+00
2.037237882614135742e-01,1.490762531757354736e-01,4.704872071743011475e-01,4.690906703472137451e-01,3.111840486526489258e-01,5.757142305374145508e-01,-2.233946084976196289e+00
1.950694620609283447e-01,1.522056758403778076e-01,4.908026158809661865e-01,6.365938782691955566e-01,3.142446875572204590e-01,5.230286717414855957e-01,-8.735082745552062988e-01
4.015708267688751221e-01,8.704569935798645020e-01,5.906144976615905762e-01,9.059850573539733887e-01,2.903077304363250732e-01,3.867640495300292969e-01,-2.003400921821594238e-01
2.000003159046173096e-01,1.500541865825653076e-01,4.787358343601226807e-01,5.435017943382263184e-01,3.125931918621063232e-01,5.062665939331054688e-01,-1.433830380439758301e+00
1.750596612691879272e-01,1.737022846937179565e-01,5.393685698509216309e-01,8.180211782455444336e-01,3.224724531173706055e-01,5.425575971603393555e-01,-2.188064455986022949e-01
4.037252664566040039e-01,8.786447644233703613e-01,6.518750786781311035e-01,8.672339916229248047e-01,2.437391430139541626e-01,3.097126185894012451e-01,-4.873451590538024902e-01
1.958395838737487793e-01,1.541567295789718628e-01,4.897233247756958008e-01,6.088557243347167969e-01,3.148343265056610107e-01,4.363133609294891357e-01,-8.183236122131347656e-01
4.013591706752777100e-01,8.657162785530090332e-01,5.631548166275024414e-01,7.677525281906127930e-01,2.950178980827331543e-01,3.670153617858886719e-01,-5.057635903358459473e-01
1.681086719036102295e-01,2.121323794126510620e-01,5.793390274047851562e-01,8.722267150878906250e-01,3.197774589061737061e-01,5.543250441551208496e-01,-1.380726993083953857e-01
4.045651853084564209e-01,8.820635676383972168e-01,8.034700751304626465e-01,8.483100533485412598e-01,1.596861183643341064e-01,2.158346623182296753e-01,-9.723088741302490234e-01
1.993813663721084595e-01,1.527351289987564087e-01,4.818249046802520752e-01,5.093781948089599609e-01,3.134569525718688965e-01,4.081147313117980957e-01,-1.232018828392028809e+00
1.837212145328521729e-01,1.669988632202148438e-01,5.269659757614135742e-01,7.576947212219238281e-01,3.170662820339202881e-01,5.845934748649597168e-01,-3.915770649909973145e-01
4.043489098548889160e-01,8.814831972122192383e-01,7.445275187492370605e-01,9.828602671623229980e-01,1.730016469955444336e-01,2.755639255046844482e-01,-2.745155692100524902e-01
4.036669731140136719e-01,8.776383399963378906e-01,6.393533945083618164e-01,7.780025601387023926e-01,2.548800110816955566e-01,2.937804162502288818e-01,-8.559950590133666992e-01
4.028299152851104736e-01,8.740488886833190918e-01,5.999013185501098633e-01,8.091012835502624512e-01,2.770863175392150879e-01,3.378109931945800781e-01,-5.354461669921875000e-01
1.902046650648117065e-01,1.563699841499328613e-01,5.049611330032348633e-01,6.992036700248718262e-01,3.155643045902252197e-01,5.624829530715942383e-01,-6.035420894622802734e-01
1.628091186285018921e-01,2.140990346670150757e-01,5.763525962829589844e-01,9.142870903015136719e-01,3.289664089679718018e-01,5.167036652565002441e-01,-8.665301650762557983e-02
4.041232168674468994e-01,8.795788288116455078e-01,6.901353597640991211e-01,7.091174125671386719e-01,2.317235767841339111e-01,2.400114685297012329e-01,-1.518386006355285645e+00
3.995166122913360596e-01,8.522115945816040039e-01,5.308586955070495605e-01,6.576787233352661133e-01,3.019695878028869629e-01,3.634113669395446777e-01,-7.344557642936706543e-01
4.027593433856964111e-01,8.750010132789611816e-01,6.087087392807006836e-01,8.879677653312683105e-01,2.735170722007751465e-01,3.534449636936187744e-01,-3.028789162635803223e-01
1.790480017662048340e-01,1.644559502601623535e-01,5.217138528823852539e-01,7.898679375648498535e-01,3.241589963436126709e-01,4.586285054683685303e-01,-2.293874323368072510e-01
3.999266624450683594e-01,8.520691990852355957e-01,5.241392254829406738e-01,4.929678738117218018e-01,3.004273772239685059e-01,2.962505817413330078e-01,-1.275400042533874512e+00
4.014604091644287109e-01,8.623797893524169922e-01,5.443195104598999023e-01,4.801086783409118652e-01,2.947081625461578369e-01,2.628834545612335205e-01,-1.520855903625488281e+00
1.596035063266754150e-01,2.184386551380157471e-01,5.748009681701660156e-01,9.478397965431213379e-01,3.391124606132507324e-01,4.874970614910125732e-01,-5.898419022560119629e-02
4.022676646709442139e-01,8.739930391311645508e-01,6.123936772346496582e-01,9.609322547912597656e-01,2.767740786075592041e-01,3.758257329463958740e-01,-1.484959572553634644e-01
4.023301303386688232e-01,8.682982921600341797e-01,5.652798414230346680e-01,5.757492780685424805e-01,2.881599366664886475e-01,2.810626327991485596e-01,-1.452037811279296875e+00
3.976896107196807861e-01,8.546289801597595215e-01,6.116902828216552734e-01,9.692754149436950684e-01,3.002672493457794189e-01,4.432198703289031982e-01,-7.252253592014312744e-02
1.951383054256439209e-01,1.528888940811157227e-01,4.902240633964538574e-01,6.225504875183105469e-01,3.147377073764801025e-01,4.678630828857421875e-01,-8.317530751228332520e-01
4.027522504329681396e-01,8.707140684127807617e-01,5.777440667152404785e-01,5.273718833923339844e-01,2.836422622203826904e-01,2.472237497568130493e-01,-1.748170614242553711e+00
3.998062610626220703e-01,8.636981844902038574e-01,6.220869421958923340e-01,9.987953305244445801e-01,2.902704775333404541e-01,4.230825006961822510e-01,-6.950682401657104492e-02
