controllable,controllable,controllable,environmental,controllable,environmental,output
9.387604247979008942e-01,2.387328846874824384e-01,8.347631808769007122e-02,2.297171325227914673e-01,3.163900414904400327e-01,6.529456798118812300e-01,5.603059381781786419e-01
1.822360046207904816e-02,8.116249442100524902e-01,1.635557264089584351e-01,1.941147893667221069e-01,8.292925357818603516e-01,6.919879317283630371e-01,1.957745850086212158e-02
9.387611746788024902e-01,2.387332916259765625e-01,8.348248153924942017e-02,1.194340065121650696e-01,3.163905143737792969e-01,6.561220288276672363e-01,4.362415373325347900e-01
9.407849907875061035e-01,1.886195391416549683e-01,4.554936662316322327e-03,2.385193854570388794e-02,3.072701394557952881e-01,6.788495182991027832e-01,2.699088156223297119e-01
9.131805896759033203e-01,9.182373285293579102e-01,6.277578473091125488e-01,3.283898532390594482e-02,4.526776969432830811e-01,6.744868159294128418e-01,3.344568237662315369e-02
2.981497049331665039e-01,4.487889409065246582e-01,9.683364629745483398e-01,1.173269562423229218e-02,6.512540578842163086e-01,6.396040320396423340e-01,1.113462299108505249e-01
1.615206450223922729e-01,0.000000000000000000e+00,4.699249863624572754e-01,0.000000000000000000e+00,9.560189843177795410e-01,6.233999133110046387e-01,7.703377008438110352e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.113464355468750000e-01,5.769647359848022461e-01,1.314602196216583252e-01
2.079128026962280273e-01,5.894514545798301697e-02,8.991064429283142090e-01,0.000000000000000000e+00,5.914479494094848633e-01,5.590251684188842773e-01,2.875935733318328857e-01
4.786011576652526855e-01,8.646333590149879456e-03,2.146109007298946381e-02,0.000000000000000000e+00,7.274693250656127930e-02,5.194203257560729980e-01,2.883794009685516357e-01
3.035951964557170868e-02,4.465424120426177979e-01,7.337635755538940430e-02,0.000000000000000000e+00,9.194268584251403809e-01,5.072728395462036133e-01,1.367832999676465988e-02
5.417786166071891785e-02,1.972464472055435181e-01,6.451136469841003418e-01,5.203194171190261841e-02,3.485195338726043701e-02,5.343492627143859863e-01,6.309555172920227051e-01
1.081273555755615234e-01,2.005950063467025757e-01,9.243447780609130859e-01,1.103561744093894958e-01,8.734220266342163086e-01,5.653830766677856445e-01,1.007606536149978638e-01
5.337371826171875000e-01,0.000000000000000000e+00,5.966577678918838501e-02,1.873132288455963135e-01,1.000000000000000000e+00,5.263631939888000488e-01,2.665777923539280891e-03
2.985455691814422607e-01,1.450236588716506958e-01,8.497637510299682617e-01,1.488358080387115479e-01,2.436622418463230133e-02,5.025126338005065918e-01,4.102840721607208252e-01
7.182676196098327637e-01,3.473930060863494873e-01,6.247553825378417969e-01,1.595198810100555420e-01,5.344484467059373856e-03,5.150652527809143066e-01,2.025049626827239990e-01
1.526761204004287720e-01,6.378592252731323242e-01,6.284545361995697021e-02,2.539765536785125732e-01,8.869484812021255493e-02,5.061963796615600586e-01,4.116474688053131104e-01
8.250396847724914551e-01,8.897877335548400879e-01,3.943584561347961426e-01,2.866340577602386475e-01,8.753492683172225952e-02,4.780189096927642822e-01,5.617379769682884216e-02
7.929114997386932373e-02,2.565112709999084473e-01,3.041442334651947021e-01,3.325898945331573486e-01,6.263938546180725098e-02,5.143502354621887207e-01,8.837478756904602051e-01
5.490838289260864258e-01,2.424702048301696777e-01,5.097032785415649414e-01,2.545995116233825684e-01,4.823654145002365112e-02,5.556293725967407227e-01,6.653460264205932617e-01
3.209292516112327576e-02,1.931476593017578125e-01,3.939487040042877197e-01,2.371919453144073486e-01,1.119160875678062439e-01,5.239843130111694336e-01,1.355120420455932617e+00
3.327868506312370300e-02,1.948780864477157593e-01,3.965608775615692139e-01,3.083261251449584961e-01,1.361509114503860474e-01,5.529524087905883789e-01,1.649370312690734863e+00
4.437391867194995774e-17,1.741407066583633423e-01,7.284376621246337891e-01,3.949247896671295166e-01,1.665822267532348633e-01,5.529475212097167969e-01,1.340721964836120605e+00
0.000000000000000000e+00,1.489940285682678223e-01,0.000000000000000000e+00,3.916460275650024414e-01,1.190589070320129395e-01,5.544700026512145996e-01,9.352973699569702148e-01
0.000000000000000000e+00,1.612697839736938477e-01,4.150025844573974609e-01,4.423267245292663574e-01,1.659324616193771362e-01,5.410519838333129883e-01,1.416422724723815918e+00
0.000000000000000000e+00,3.555605411529541016e-01,5.387210845947265625e-01,4.262489974498748779e-01,1.593157947063446045e-01,5.002196431159973145e-01,1.144200563430786133e+00
7.141426801681518555e-01,3.419936075806617737e-02,4.805135130882263184e-01,3.944018483161926270e-01,2.374786585569381714e-01,4.520537555217742920e-01,8.162013292312622070e-01
6.268578022718429565e-02,5.688623189926147461e-01,3.767591714859008789e-02,4.787630736827850342e-01,3.197377920150756836e-01,4.301901757717132568e-01,5.735614895820617676e-01
1.321452856063842773e-01,3.144884249195456505e-03,7.657309174537658691e-01,4.886876046657562256e-01,3.371862769126892090e-01,3.823692798614501953e-01,7.972995042800903320e-01
8.099538087844848633e-01,3.186866939067840576e-01,6.558588147163391113e-01,4.986945688724517822e-01,5.107548236846923828e-01,3.336898386478424072e-01,1.172245964407920837e-01
7.640577107667922974e-02,1.315054669976234436e-02,6.053122282028198242e-01,4.366499781608581543e-01,1.338605135679244995e-01,3.579365313053131104e-01,6.729171276092529297e-01
