4.852565011919425242e-01,4.225955799531981860e-01,-2.079175157334933743e-02
-8.009108961183049047e-01,4.185963387907842836e-02,-8.985263487905863489e-01
4.690824432057192350e-01,7.617061044770336853e-01,4.846323988622884826e-01
5.363195731898473539e-03,-5.256331247763701420e-02,6.519538809946934244e-02
-1.053377062580074242e-01,4.616173608800702155e-01,6.845025188718778519e-01
-5.309910009791156682e-01,-8.545635995874805158e-01,1.508689113359718004e-01
-8.921295679438350223e-01,-7.269895164685182820e-01,-5.970684930373564292e-01
7.229434525815636725e-02,-1.773613000214653290e-01,5.152349245306031555e-02
-8.097182759828287502e-01,-5.214498769918132215e-01,1.078318092078287549e-01
6.890733220327267539e-01,1.454690760687162854e-01,-6.001935365246700016e-01
4.964516703666568276e-01,-1.458531452123357219e-02,-6.516032883108806573e-01
-9.676925180721986930e-01,8.476224276278745418e-01,7.625141695957136090e-01
6.847372343748436840e-01,9.508015723744689396e-01,2.999746648399419513e-01
3.052611738148109932e-01,7.094433996274684961e-01,9.612310900557432536e-01
-3.298746617884753540e-01,3.732134657614107898e-01,3.370037124894296188e-01
3.822463218343186142e-01,6.321048009370591192e-01,-3.556366842512395099e-01
7.567018014255115776e-01,-6.735202476208423938e-01,7.442139947341346318e-01
-7.614001720609568924e-01,9.173474826427963080e-02,9.512132315117982628e-01
2.858718159863502528e-01,-3.792483909859007962e-01,1.521336171448461894e-01
-2.626185440264006132e-02,-8.588047105961806871e-01,-6.858132362431068607e-02
-1.215068647699422133e-01,6.677757035974702937e-01,3.848046716298458847e-01
-5.131972711871974901e-01,3.711671499601365554e-01,1.781861277413896438e-01
-4.170787945559548682e-01,-4.387837758892860762e-01,-7.319870609618883694e-01
-4.060189606055857325e-01,-5.596090490693894637e-01,7.871325892438894023e-01
-7.321810903370342682e-01,6.263852705511321339e-01,7.405825086168160709e-02
3.088381506450699199e-02,2.936329660766296978e-01,9.382582725961241543e-01
-8.500167998114469547e-01,9.674394632768472668e-01,-3.963967829379106966e-01
9.265397979932994410e-01,-2.452635139520968899e-01,7.071801246924067641e-01
1.369814443200800813e-01,-8.543443552753728909e-01,-8.277453774196166236e-01
-8.091442197840623685e-01,-2.667143879538174112e-01,4.720894385515070901e-01
6.396395891462562933e-01,-8.875848757655613319e-01,-8.238506816946120637e-01
-5.169583687413328299e-01,-6.491063513465853418e-01,7.974033388042531811e-01
-4.627948678020659123e-01,9.659740631708917391e-01,-5.207317253192944584e-02
-9.812255682378974164e-01,3.455392012953957259e-01,-5.827139908842293714e-01
3.428083314400820480e-01,-6.115562369220726158e-01,2.505362662850694200e-01
-1.400404045172254364e-01,-9.864693399838821986e-01,6.758573616985339427e-01
9.755513539707936221e-01,-4.887177312135060347e-03,2.623888408446801712e-01
6.753896210045735593e-01,-6.218559129723910672e-02,4.885317579731824900e-01
-8.348476869342857931e-01,-5.473289370737068893e-01,6.382011341159703477e-01
7.110530318869576760e-01,4.914222082213770548e-01,5.883551502145178969e-01
1.342852021147149522e-01,3.301227029878501806e-01,9.167288028334810157e-01
