1.920134438484799588e-01,2.667322900211188674e-01
-6.353508725428387294e-01,6.797147830009255820e-01
8.729402834831672120e-01,-7.733287746379231553e-01
-5.357148143824230768e-01,-1.171073684840848728e-01
4.356133008783702465e-02,1.160494988811873185e-01
4.604672154695228503e-01,-5.868694336782565024e-01
7.724768035633040597e-01,-5.613499935984322953e-01
-1.288586767616688444e-01,-4.984860907715598088e-01
-4.582651585569486041e-01,-6.968587685559171074e-01
3.450894627544511817e-01,-9.158351320769606563e-01
-8.998578723479266905e-01,2.844773294493250226e-01
5.855369370837213427e-01,-5.839142126483451989e-01
-8.568129114012079661e-01,1.079026408013059601e-01
-1.459166735787809088e-02,-1.527996347280868861e-01
-2.747978087375970713e-01,-3.283374037155126768e-01
-9.277859900036717899e-01,5.955582625169466571e-01
1.860688155038769942e-02,7.406094268407725778e-01
3.243082870516225125e-01,-7.225083234096849605e-01
2.184024777814173035e-01,9.419836410081376954e-01
-1.585450951075932924e-01,-6.591166388831404266e-01
4.724839540412655303e-01,-5.815156454145020692e-01
-9.713870598168856674e-01,2.173194995247222927e-01
-4.792357068099457607e-01,-9.546593418682911558e-01
2.185537141230664560e-01,-6.749770946620354817e-01
2.262025570740187064e-01,-8.159664249026414851e-01
-1.133482536209906577e-01,7.386547448873992394e-02
9.653707067714065726e-01,-5.120381661986572741e-01
-7.415550276611992953e-01,-5.286362128294033180e-01
-6.199780919698336668e-01,1.952337642481483115e-02
5.864184850140805594e-01,3.236380278343891082e-01
-8.430783816391336227e-01,-2.772890951230868595e-01
2.496627360304881638e-01,5.773870861774366148e-02
9.705739188858482080e-01,4.222398727610288116e-01
-7.037575606949848517e-01,1.480107656961404672e-02
-7.255382926205178329e-02,8.035392603404900580e-01
-5.841314871031746403e-01,-1.417964589363329697e-01
-8.618570499437898658e-01,5.207933656791086108e-01
1.824048571002223618e-02,4.190651380477654619e-01
1.508083899836067943e-01,8.007110640035692839e-01
4.822601402868831322e-02,-8.417678832792085952e-01
4.025898929813178651e-01,-4.766132196525407760e-01
1.384342092927015599e-02,9.910040362791616708e-02
-4.533640859503309528e-01,-4.287194319072649140e-01
3.765958975814480691e-01,4.223551038067021590e-01
7.334235947987877147e-02,4.810100885463051146e-01
7.529205608687681295e-01,1.758426523966694077e-01
-4.778556761822005949e-01,3.811950445648257801e-01
5.230196795260599885e-03,-9.653302171579010160e-01
-2.863028176929027779e-02,2.534499894387955976e-01
2.352689588639937934e-01,-8.310166947947328353e-01
-2.548764530734828337e-01,-3.359357389590877929e-02
9.346621095487965825e-01,-3.211468946454580919e-01
-2.654413014770886647e-01,9.296237577309389710e-01
-8.204695828203381058e-01,-9.340266897994671247e-01
-8.584628420776256874e-01,8.677269051850582393e-01
1.314902102713881860e-01,1.644326805410964987e-01
-1.016929204087051453e-01,-1.788879631542543702e-01
3.201414043716654945e-01,-5.355996382442560488e-01
-9.579370971744118890e-01,9.401364352440650940e-01
5.531338503857163857e-02,-9.741154810563796840e-01
-6.363249098959522509e-01,-3.144215035583508566e-01
3.400689086607233680e-01,4.126598314443619131e-01
-8.996575369120012322e-01,-9.621125546527649064e-01
6.990765199967601262e-01,6.137679323691853650e-01
4.434813495811491535e-01,-5.402523243068984016e-01
1.430947146840428896e-01,9.605007095884012802e-01
-6.309126663125774748e-02,5.569871743861847246e-01
4.972543090952670219e-01,9.127834868950386316e-01
7.356686694486647138e-01,-6.707787286511319724e-01
2.127464860942316349e-01,4.356016598540124463e-01
7.266425025095628598e-01,1.156511154720669676e-01
-1.526044092422946807e-01,2.911216976468278261e-01
9.270639480142304212e-01,2.765624321060529134e-01
6.171750162787574823e-01,9.225053200653214880e-01
-5.215115901264788523e-01,-5.179249049049328146e-01
-5.499589193508565010e-01,6.780627132467793583e-01
-4.837698246673589608e-01,5.329590431180606380e-01
-8.370605357913913913e-01,-4.715482592789603800e-01
-2.164680479446825512e-01,2.268796404703741221e-01
4.846652127031594315e-01,-4.927842312597123797e-01
1.618160830166850417e-01,9.302012637449452725e-01
2.260892677849157817e-01,5.693323461863442070e-01
6.256435132390760767e-01,-4.561911234592930242e-04
5.184068240590542498e-01,-5.075601975081749373e-01
-8.660846563153836719e-01,-8.104154185781800024e-01
-6.995878628882297168e-01,9.445759954105295009e-01
-2.793620982820543830e-01,9.402111388363059152e-01
3.494234530170965414e-01,4.892941619874913162e-01
5.806116255795572556e-01,8.804055160773205380e-02
9.561285475159770897e-01,-4.056372619019410486e-01
7.383323877812499880e-01,8.328505419450418223e-01
3.785820088505358338e-01,8.846121679825502682e-02
-8.404488055161671856e-01,8.502224167048644254e-01
5.718361370290725443e-01,4.404333525161274743e-02
8.407058981290282951e-01,-6.630871105888158645e-02
6.383757039939177425e-01,6.690385196358985542e-01
8.421322097195411693e-01,3.753856707521880942e-01
9.021862713236981079e-01,2.869927798310378808e-01
-8.097905701109171517e-01,-5.956112981149044305e-01
-8.268377352654843193e-02,4.208297224438224404e-01
