controllable,dynamic,output
-6.496199607849121094e+00,5.981973745717867885e-01,-3.772887039184570312e+01
-6.496199607849121094e+00,1.673703468436906761e+00,-3.776518249511718750e+01
-6.496199607849121094e+00,-7.310885090201511005e-01,-3.793403625488281250e+01
-6.496199607849121094e+00,-3.305148840988105796e+00,-3.912004089355468750e+01
-6.496199607849121094e+00,4.088127338281273282e+00,-3.889598464965820312e+01
-6.496199607849121094e+00,2.317273418016240427e+00,-3.790739059448242188e+01
-6.496199607849121094e+00,3.620955634772204945e+00,-3.843889999389648438e+01
-6.496199607849121094e+00,2.742266112434677439e+00,-3.793441772460937500e+01
-6.496199607849121094e+00,-5.925057493795687691e+00,-4.366847610473632812e+01
-6.496199607849121094e+00,-4.927144635051118549e+00,-3.993959045410156250e+01
-6.496199607849121094e+00,3.430084380731761584e-01,-3.776211929321289062e+01
-6.496199607849121094e+00,-2.781320742419080005e+00,-3.871027755737304688e+01
-6.496199607849121094e+00,2.277901105307940099e-01,-3.778523635864257812e+01
-6.496199607849121094e+00,-1.824700574527353680e-01,-3.788306427001953125e+01
-6.496199607849121094e+00,-2.834508098561947520e-01,-3.790207672119140625e+01
-6.496199607849121094e+00,2.413495781053665468e+00,-3.791933822631835938e+01
-6.496199607849121094e+00,2.990623317180730822e+00,-3.796298217773437500e+01
-6.496199607849121094e+00,-1.881321699106830891e+00,-3.873519515991210938e+01
-6.496199607849121094e+00,-6.064803043396152837e+00,-4.392198562622070312e+01
-6.496199607849121094e+00,-5.350527206857349505e+00,-4.092583084106445312e+01
-6.496199607849121094e+00,-4.329589982546378835e+00,-4.083102416992187500e+01
-6.496199131011962891e+00,4.008308633367374085e+00,-3.884641265869140625e+01
-6.496199607849121094e+00,2.075588530793993414e+00,-3.785886383056640625e+01
-6.496199607849121094e+00,3.334089424739691054e+00,-3.814124298095703125e+01
-6.496199607849121094e+00,-2.974430622090481258e+00,-3.870411682128906250e+01
-6.496199607849121094e+00,-2.128978345233248248e+00,-3.891430664062500000e+01
-6.496199131011962891e+00,-5.532954991826983360e+00,-4.185430908203125000e+01
-6.496199607849121094e+00,-3.864309752123562980e+00,-4.060678482055664062e+01
-6.496199607849121094e+00,-4.646778247923171179e-01,-3.792381286621093750e+01
-6.496199607849121094e+00,-1.094724109817226676e+00,-3.799553680419921875e+01
-6.496199607849121094e+00,8.355346297338792638e-01,-3.771706771850585938e+01
-6.496199607849121094e+00,-4.629895756684563324e+00,-4.029367065429687500e+01
-6.496199607849121094e+00,1.303081740912361397e+00,-3.772221374511718750e+01
-6.496199607849121094e+00,3.782796287971736504e+00,-3.862907409667968750e+01
-6.496199607849121094e+00,-1.524422946711807114e+00,-3.832797622680664062e+01
-6.496199607849121094e+00,1.039053417666068846e+00,-3.771536254882812500e+01
-6.496199607849121094e+00,-4.137795635758323876e+00,-4.093879318237304688e+01
-6.496199607849121094e+00,1.872926374473250277e+00,-3.780864715576171875e+01
-6.496199607849121094e+00,4.340402866102623491e+00,-3.892895889282226562e+01
-6.496199607849121094e+00,-2.668985855503968718e+00,-3.876429748535156250e+01
-6.496199607849121094e+00,-2.471563444946134780e+00,-3.887871932983398438e+01
-6.496199607849121094e+00,-4.810992899470386774e+00,-4.000637054443359375e+01
-6.496199607849121094e+00,-2.003208127771762825e+00,-3.884266281127929688e+01
-6.496199607849121094e+00,3.191350310668898516e+00,-3.804170227050781250e+01
-6.496199607849121094e+00,1.163576221593090487e+00,-3.771704864501953125e+01
-6.496199607849121094e+00,-8.486150028482901675e-01,-3.794070434570312500e+01
-6.496199607849121094e+00,-5.221772902929481042e+00,-4.041659164428710938e+01
-6.496199607849121094e+00,-3.718962537039322225e+00,-4.024478149414062500e+01
-6.496199607849121094e+00,-3.454858887708204485e+00,-3.948815155029296875e+01
-6.496199607849121094e+00,-1.288518429243233676e+00,-3.810535430908203125e+01
