evaluation,mae
2.000000000000000000e+00,2.985891984939575039e+01
1.000000000000000000e+01,2.997840209960937585e+01
2.000000000000000000e+01,2.457060081481933622e+01
3.000000000000000000e+01,2.178430759429931740e+01
4.000000000000000000e+01,2.085966625213622905e+01
5.000000000000000000e+01,9.217698707580566975e+00
6.000000000000000000e+01,6.219724121093750391e+00
7.000000000000000000e+01,5.736586570739746094e+00
8.000000000000000000e+01,5.152988510131836009e+00
9.000000000000000000e+01,4.851686172485351278e+00
1.000000000000000000e+02,4.275948333740234197e+00
