evaluation,mae
2.000000000000000000e+00,3.090274412155151396e+01
1.000000000000000000e+01,2.453668754577636690e+01
2.000000000000000000e+01,2.079870590209960923e+01
3.000000000000000000e+01,1.374988544464111406e+01
4.000000000000000000e+01,5.860971565246582138e+00
5.000000000000000000e+01,4.657871093749999858e+00
6.000000000000000000e+01,3.650871772766113299e+00
7.000000000000000000e+01,2.058993835449218768e+00
8.000000000000000000e+01,2.047189254760742205e+00
9.000000000000000000e+01,1.995484008789062402e+00
1.000000000000000000e+02,1.529102783203124982e+00
