evaluation,mae
2.000000000000000000e+00,2.942020597457885600e+01
1.000000000000000000e+01,1.979255258560180764e+01
2.000000000000000000e+01,1.837631877899169908e+01
3.000000000000000000e+01,1.827501415252685391e+01
4.000000000000000000e+01,1.625776893615722685e+01
5.000000000000000000e+01,9.084142799377440625e+00
6.000000000000000000e+01,2.154252586364746147e+00
7.000000000000000000e+01,9.457173919677734908e-01
8.000000000000000000e+01,8.926750183105468528e-01
9.000000000000000000e+01,8.329106140136718350e-01
1.000000000000000000e+02,6.985024261474609419e-01
