evaluation,mae
2.000000000000000000e+00,3.129323413848877067e+01
1.000000000000000000e+01,1.702033973693847813e+01
2.000000000000000000e+01,5.989360733032226491e+00
3.000000000000000000e+01,5.852924766540527735e+00
4.000000000000000000e+01,6.193875274658203089e+00
5.000000000000000000e+01,4.792969627380371023e+00
6.000000000000000000e+01,3.817230796813964933e+00
7.000000000000000000e+01,2.308015136718749805e+00
8.000000000000000000e+01,2.332213363647460902e+00
9.000000000000000000e+01,2.309350433349609322e+00
1.000000000000000000e+02,1.964901351928710849e+00
