evaluation,mae
2.000000000000000000e+00,3.061292348861694279e+01
1.000000000000000000e+01,2.497662679672241381e+01
2.000000000000000000e+01,2.318924728393554702e+01
3.000000000000000000e+01,1.120277755737304659e+01
4.000000000000000000e+01,8.360855293273925071e+00
5.000000000000000000e+01,7.563872642517090128e+00
6.000000000000000000e+01,6.352323646545410263e+00
7.000000000000000000e+01,3.560067329406738423e+00
8.000000000000000000e+01,3.188376655578613494e+00
9.000000000000000000e+01,2.806399383544921911e+00
1.000000000000000000e+02,1.974254913330078187e+00
