controllable,dynamic,output
6.099444903520307548e+00,6.130963261509542406e+00,2.032479946482762045e+01
6.099445819854736328e+00,6.801513195037841797e+00,1.940414428710937500e+01
6.271022796630859375e+00,6.021646499633789062e+00,1.997370529174804688e+01
6.711816310882568359e+00,7.004793643951416016e+00,1.567696857452392578e+01
5.324047088623046875e+00,8.051118850708007812e+00,1.798205184936523438e+01
6.187298774719238281e+00,8.873814582824707031e+00,2.106338119506835938e+01
5.531201839447021484e+00,7.984770774841308594e+00,2.007608795166015625e+01
5.426227569580078125e+00,7.837684631347656250e+00,1.856583023071289062e+01
5.189408779144287109e+00,6.572208881378173828e+00,1.294051933288574219e+01
6.286749839782714844e+00,7.761376380920410156e+00,2.209791374206542969e+01
6.238773822784423828e+00,9.182136535644531250e+00,2.144138145446777344e+01
6.101822376251220703e+00,1.000000000000000000e+01,2.722803497314453125e+01
6.727199554443359375e+00,9.401603698730468750e+00,1.919449043273925781e+01
7.500000000000000000e+00,8.490710258483886719e+00,9.634470939636230469e+00
5.881726264953613281e+00,9.644603729248046875e+00,2.460270690917968750e+01
5.932393074035644531e+00,8.978993415832519531e+00,2.076302719116210938e+01
5.882164955139160156e+00,9.263872146606445312e+00,2.153455162048339844e+01
5.784038066864013672e+00,9.912720680236816406e+00,2.587635803222656250e+01
6.047546863555908203e+00,9.060777664184570312e+00,2.116159439086914062e+01
6.002739906311035156e+00,8.515375137329101562e+00,2.219487953186035156e+01
4.424795627593994141e+00,8.728633880615234375e+00,7.286374092102050781e+00
5.767836093902587891e+00,9.900999069213867188e+00,2.572000503540039062e+01
5.788442134857177734e+00,8.997013092041015625e+00,2.006418991088867188e+01
6.250837802886962891e+00,9.561527252197265625e+00,2.420078277587890625e+01
6.131003379821777344e+00,9.981250762939453125e+00,2.717695236206054688e+01
6.125079154968261719e+00,1.000000000000000000e+01,2.722586059570312500e+01
6.123674869537353516e+00,1.000000000000000000e+01,2.722631835937500000e+01
6.121598720550537109e+00,1.000000000000000000e+01,2.722691726684570312e+01
6.271333217620849609e+00,9.373055458068847656e+00,2.254420089721679688e+01
6.023037433624267578e+00,1.000000000000000000e+01,2.715076637268066406e+01
6.147123813629150391e+00,8.631084442138671875e+00,2.181914710998535156e+01
6.338143825531005859e+00,9.077417373657226562e+00,2.068151092529296875e+01
5.818531513214111328e+00,9.297308921813964844e+00,2.142169380187988281e+01
5.994192600250244141e+00,9.847133636474609375e+00,2.647265052795410156e+01
6.023287296295166016e+00,1.000000000000000000e+01,2.715122222900390625e+01
5.818066596984863281e+00,9.428382873535156250e+00,2.240854644775390625e+01
6.298927307128906250e+00,9.364323616027832031e+00,2.237363624572753906e+01
5.961153507232666016e+00,8.035045623779296875e+00,2.305262374877929688e+01
5.996665954589843750e+00,8.995002746582031250e+00,2.096645164489746094e+01
-4.163011074066162109e+00,8.517682075500488281e+00,7.617510795593261719e+00
-7.037390708923339844e+00,7.484394073486328125e+00,3.541220092773437500e+01
-7.066108226776123047e+00,7.068303585052490234e+00,3.322799301147460938e+01
-6.848429203033447266e+00,7.189662456512451172e+00,3.762673568725585938e+01
-6.813926696777343750e+00,8.244663238525390625e+00,4.161994552612304688e+01
-6.556952476501464844e+00,7.399278640747070312e+00,4.107556915283203125e+01
-6.570488452911376953e+00,8.037310600280761719e+00,4.377449798583984375e+01
-6.436316490173339844e+00,6.919540882110595703e+00,3.986243057250976562e+01
-6.443585872650146484e+00,7.767848491668701172e+00,4.301662063598632812e+01
-6.419381618499755859e+00,7.263491630554199219e+00,4.043617248535156250e+01
-6.489044666290283203e+00,5.931024551391601562e+00,4.073575592041015625e+01
-6.535647869110107422e+00,4.676878929138183594e+00,3.872588348388671875e+01
-6.619266986846923828e+00,3.590435981750488281e+00,3.807175445556640625e+01
-6.361459732055664062e+00,4.445171356201171875e+00,3.850146865844726562e+01
-6.604378223419189453e+00,5.223060607910156250e+00,3.870524597167968750e+01
-6.522240638732910156e+00,5.664545536041259766e+00,4.007632064819335938e+01
-6.796629905700683594e+00,4.630012035369873047e+00,3.682215118408203125e+01
-6.147277355194091797e+00,3.328454732894897461e+00,3.561518478393554688e+01
-6.786801338195800781e+00,2.402884483337402344e+00,3.607858276367187500e+01
-6.297319889068603516e+00,2.363090515136718750e+00,3.707136154174804688e+01
-6.958969116210937500e+00,2.546672582626342773e+00,3.334881210327148438e+01
-6.084473609924316406e+00,2.929815053939819336e+00,3.449044799804687500e+01
-6.530999183654785156e+00,3.506132125854492188e+00,3.828144454956054688e+01
-6.305229187011718750e+00,4.547691822052001953e+00,3.805892181396484375e+01
-6.671956062316894531e+00,4.456853389739990234e+00,3.821012115478515625e+01
-6.267511844635009766e+00,4.758478164672851562e+00,3.761083602905273438e+01
-6.992296218872070312e+00,3.453727483749389648e+00,3.301697540283203125e+01
-6.089299678802490234e+00,4.106253623962402344e+00,3.552102661132812500e+01
-6.562291622161865234e+00,3.739446163177490234e+00,3.848362350463867188e+01
-6.631638526916503906e+00,4.416025638580322266e+00,3.850293731689453125e+01
-6.443903923034667969e+00,5.465426921844482422e+00,3.945780563354492188e+01
-6.820915699005126953e+00,4.244142532348632812e+00,3.664755630493164062e+01
-5.724758148193359375e+00,3.226568222045898438e+00,2.721896171569824219e+01
-6.486031532287597656e+00,2.102659225463867188e+00,3.786304473876953125e+01
-6.484785079956054688e+00,2.999724864959716797e+00,3.796236038208007812e+01
-6.481326580047607422e+00,1.898560166358947754e+00,3.781011199951171875e+01
-6.480513095855712891e+00,3.020426034927368164e+00,3.796530914306640625e+01
-6.461324214935302734e+00,3.594334125518798828e+00,3.838127517700195312e+01
-6.452623844146728516e+00,4.705671787261962891e+00,3.870306015014648438e+01
-6.465909004211425781e+00,3.714012622833251953e+00,3.852924728393554688e+01
-7.229054927825927734e+00,3.640456914901733398e+00,2.764022636413574219e+01
-6.416798114776611328e+00,3.790793180465698242e+00,3.850179290771484375e+01
-6.434288024902343750e+00,3.704791784286499023e+00,3.845525360107421875e+01
-6.601943492889404297e+00,3.784755706787109375e+00,3.838670730590820312e+01
-6.372536659240722656e+00,2.954252719879150391e+00,3.762612915039062500e+01
-6.606478691101074219e+00,2.715362310409545898e+00,3.766749954223632812e+01
-6.279565334320068359e+00,4.172807693481445312e+00,3.793175888061523438e+01
-6.642290592193603516e+00,4.128736495971679688e+00,3.844715118408203125e+01
-6.245599269866943359e+00,4.047546386718750000e+00,3.754697036743164062e+01
-6.664791107177734375e+00,4.029219150543212891e+00,3.823912048339843750e+01
-6.299352169036865234e+00,2.559176921844482422e+00,3.710369491577148438e+01
-6.670024394989013672e+00,3.685623407363891602e+00,3.785441589355468750e+01
-6.360087394714355469e+00,4.699514389038085938e+00,3.834946823120117188e+01
-6.526946067810058594e+00,5.818100452423095703e+00,4.048114776611328125e+01
-6.167653083801269531e+00,4.383350372314453125e+00,3.667135620117187500e+01
-6.626522541046142578e+00,4.851935386657714844e+00,3.832022094726562500e+01
-6.506588459014892578e+00,5.900275230407714844e+00,4.067798233032226562e+01
-6.483997821807861328e+00,6.571274757385253906e+00,4.040656280517578125e+01
-6.447683811187744141e+00,7.299780368804931641e+00,4.065521621704101562e+01
-6.461192607879638672e+00,7.167890071868896484e+00,4.022790527343750000e+01
