evaluation,mae
2.000000000000000000e+00,3.334237183570861873e+01
1.000000000000000000e+01,2.717424853324889966e+01
2.000000000000000000e+01,2.419495398521423368e+01
3.000000000000000000e+01,1.148600477218627880e+01
4.000000000000000000e+01,9.190558109283447408e+00
5.000000000000000000e+01,7.149414825439452947e+00
6.000000000000000000e+01,5.883305740356445490e+00
7.000000000000000000e+01,4.461690444946288636e+00
8.000000000000000000e+01,4.240384483337402699e+00
9.000000000000000000e+01,4.074291992187499822e+00
1.000000000000000000e+02,3.857938575744628729e+00
