evaluation,mae
2.000000000000000000e+00,3.145250481605529913e+01
1.000000000000000000e+01,2.694194354057312069e+01
2.000000000000000000e+01,2.640828962326049734e+01
3.000000000000000000e+01,2.383324592590332003e+01
4.000000000000000000e+01,2.166978694915771442e+01
5.000000000000000000e+01,1.393061336517333970e+01
6.000000000000000000e+01,1.283002269744873125e+01
7.000000000000000000e+01,1.056595783233642649e+01
8.000000000000000000e+01,9.621799392700195241e+00
9.000000000000000000e+01,9.285772933959961506e+00
1.000000000000000000e+02,8.362019538879394531e+00
