evaluation,mae
2.000000000000000000e+00,3.386462405204773063e+01
1.000000000000000000e+01,2.897127408981323171e+01
2.000000000000000000e+01,2.467015699386596594e+01
3.000000000000000000e+01,2.340375701904297046e+01
4.000000000000000000e+01,1.680993759155273537e+01
5.000000000000000000e+01,1.521764951705932667e+01
6.000000000000000000e+01,1.156124120712280323e+01
7.000000000000000000e+01,1.032425289154052805e+01
8.000000000000000000e+01,7.734461784362792969e+00
9.000000000000000000e+01,7.483947181701660512e+00
1.000000000000000000e+02,1.856384048461914071e+00
