evaluation,mae
2.000000000000000000e+00,3.767861244916915808e+01
1.000000000000000000e+01,3.113632292747497488e+01
2.000000000000000000e+01,2.569072638511657658e+01
3.000000000000000000e+01,2.039853285789489590e+01
4.000000000000000000e+01,1.227010931015014705e+01
5.000000000000000000e+01,9.519253082275390909e+00
6.000000000000000000e+01,3.084611740112304545e+00
7.000000000000000000e+01,2.879938583374023420e+00
8.000000000000000000e+01,2.354580993652343857e+00
9.000000000000000000e+01,9.117954254150391069e-01
1.000000000000000000e+02,7.012799835205077992e-01
