evaluation,mae
2.000000000000000000e+00,3.660852389335632040e+01
1.000000000000000000e+01,2.773691429138183651e+01
2.000000000000000000e+01,2.417852045059204258e+01
3.000000000000000000e+01,1.475739307403564382e+01
4.000000000000000000e+01,1.145905330657958920e+01
5.000000000000000000e+01,1.129559955596923793e+01
6.000000000000000000e+01,8.346932792663574574e+00
7.000000000000000000e+01,7.857484436035155895e+00
8.000000000000000000e+01,2.402007904052734233e+00
9.000000000000000000e+01,1.284615859985351660e+00
1.000000000000000000e+02,1.271264190673828232e+00
