evaluation,mae
2.000000000000000000e+00,2.614967124938964815e+01
1.000000000000000000e+01,2.441444135665893711e+01
2.000000000000000000e+01,2.329400600433349666e+01
3.000000000000000000e+01,2.301183755874633619e+01
4.000000000000000000e+01,2.300578926086425824e+01
5.000000000000000000e+01,9.620165901184082102e+00
6.000000000000000000e+01,3.776277694702148580e+00
7.000000000000000000e+01,3.662310562133789027e+00
8.000000000000000000e+01,3.163001785278320099e+00
9.000000000000000000e+01,2.963166351318359482e+00
1.000000000000000000e+02,2.458655166625976385e+00
