evaluation,mae
2.000000000000000000e+00,3.219015357017516976e+01
1.000000000000000000e+01,2.562963441848754798e+01
2.000000000000000000e+01,1.384304439544677656e+01
3.000000000000000000e+01,1.110298444747924762e+01
4.000000000000000000e+01,1.029096532821655252e+01
5.000000000000000000e+01,9.010589332580567046e+00
6.000000000000000000e+01,8.721212272644043750e+00
7.000000000000000000e+01,8.235127563476561718e+00
8.000000000000000000e+01,6.567328186035156001e+00
9.000000000000000000e+01,3.953750801086425959e+00
1.000000000000000000e+02,3.475243186950683683e+00
