evaluation,mae
2.000000000000000000e+00,3.352936800956726415e+01
1.000000000000000000e+01,1.287287128448486406e+01
2.000000000000000000e+01,9.906877288818359162e+00
3.000000000000000000e+01,1.004827898025512667e+01
4.000000000000000000e+01,1.026918035507202198e+01
5.000000000000000000e+01,5.593862457275390554e+00
6.000000000000000000e+01,5.204684715270996520e+00
7.000000000000000000e+01,4.799073104858398331e+00
8.000000000000000000e+01,4.832596473693847372e+00
9.000000000000000000e+01,4.633758049011230895e+00
1.000000000000000000e+02,1.121827392578125027e+00
