evaluation,mae
2.000000000000000000e+00,2.996551881790161076e+01
1.000000000000000000e+01,2.837012650489807086e+01
2.000000000000000000e+01,2.510117979049682546e+01
3.000000000000000000e+01,1.761461261749267493e+01
4.000000000000000000e+01,1.437656812667846751e+01
5.000000000000000000e+01,9.224114036560058238e+00
6.000000000000000000e+01,8.383559188842774290e+00
7.000000000000000000e+01,8.112036361694336506e+00
8.000000000000000000e+01,7.553042144775390376e+00
9.000000000000000000e+01,7.515949058532714666e+00
1.000000000000000000e+02,7.041377029418945277e+00
