controllable,dynamic,output
-6.496199607849121094e+00,-2.650632127424666251e+00,-3.877487564086914062e+01
-6.496199607849121094e+00,7.353157000280546640e+00,-4.093780517578125000e+01
-6.496199607849121094e+00,1.292320059726248971e+00,-3.772165679931640625e+01
-6.496199607849121094e+00,6.320815040428733766e+00,-4.084157562255859375e+01
-6.496199607849121094e+00,-3.290664944583944873e+00,-3.908952713012695312e+01
-6.496199607849121094e+00,-7.018589965101512895e+00,-4.173730468750000000e+01
-6.496199607849121094e+00,3.586471878737118146e+00,-3.839853668212890625e+01
-6.496199607849121094e+00,-2.069377395525791030e-01,-3.788806915283203125e+01
-6.496199607849121094e+00,3.750877690544029974e+00,-3.859238052368164062e+01
-6.496199607849121094e+00,8.457254734485420755e+00,-4.316143798828125000e+01
-6.496199607849121094e+00,-1.656770050899124769e+00,-3.848129272460937500e+01
-6.496199607849121094e+00,7.778196557497921049e+00,-4.312357330322265625e+01
-6.496199607849121094e+00,9.781580122896642138e+00,-4.680935287475585938e+01
-6.496199607849121094e+00,-9.522824873039404281e+00,-4.834410476684570312e+01
-6.496199607849121094e+00,-5.545067515142835468e+00,-4.192022705078125000e+01
-6.496199607849121094e+00,3.191393984043012111e+00,-3.804172515869140625e+01
-6.496199607849121094e+00,-4.881190277277696055e-01,-3.792546081542968750e+01
-6.496199607849121094e+00,4.144013215028163444e+00,-3.891979217529296875e+01
-6.496199607849121094e+00,6.759552764398932823e-01,-3.772338867187500000e+01
-6.496199607849121094e+00,-2.870420116923880549e+00,-3.868978500366210938e+01
-6.496199607849121094e+00,1.883214417918654959e-01,-3.779412078857421875e+01
-6.496199607849121094e+00,8.350549334712891181e-01,-3.771707916259765625e+01
-6.496199607849121094e+00,-9.064512146355401256e-01,-3.794729614257812500e+01
-6.496199607849121094e+00,5.057908503091937291e+00,-3.875292587280273438e+01
-6.496199607849121094e+00,-5.736819994451155758e+00,-4.293058395385742188e+01
-6.496199607849121094e+00,-6.275619271588774417e+00,-4.374976348876953125e+01
-6.496199607849121094e+00,8.285012625884494497e+00,-4.372761535644531250e+01
-6.496199607849121094e+00,8.818584743892877498e+00,-4.183786010742187500e+01
-6.496199607849121094e+00,5.366080291598404273e+00,-3.925909423828125000e+01
-6.496199131011962891e+00,-4.138564684257087123e+00,-4.093891906738281250e+01
-6.496199607849121094e+00,-1.358020796586092871e+00,-3.816158294677734375e+01
-6.496199607849121094e+00,5.876502355591854965e+00,-4.063256835937500000e+01
-6.496199607849121094e+00,1.859441395800949692e+00,-3.780538558959960938e+01
-6.496199607849121094e+00,-8.809494599207134513e+00,-4.425207138061523438e+01
-6.496199607849121094e+00,-2.237097761093437498e+00,-3.893840026855468750e+01
-6.496199607849121094e+00,-6.711441442988951067e+00,-4.214461898803710938e+01
-6.496199607849121094e+00,2.659801439769140075e+00,-3.793211746215820312e+01
-6.496199607849121094e+00,4.575374349169088362e+00,-3.881998825073242188e+01
-6.496199607849121094e+00,6.891620708419839758e+00,-3.994698715209960938e+01
-6.496199607849121094e+00,9.419417896013015934e+00,-4.380606460571289062e+01
-6.496199607849121094e+00,-8.268582999904911190e+00,-4.755330657958984375e+01
-6.496199607849121094e+00,-7.642385112973633987e+00,-4.572713470458984375e+01
-6.496199607849121094e+00,2.331697302597472543e+00,-3.790948104858398438e+01
-6.496199607849121094e+00,-7.241580447660290965e+00,-4.254302597045898438e+01
-6.496199607849121094e+00,-5.120626865964378993e+00,-4.013970947265625000e+01
-6.496199607849121094e+00,-3.636905750072263466e+00,-4.001113510131835938e+01
-6.496199607849121094e+00,-4.527280610971136987e+00,-4.049768447875976562e+01
-6.496199607849121094e+00,-8.487702819922935404e+00,-4.626296234130859375e+01
-6.496199607849121094e+00,6.567450887172586960e+00,-4.041746520996093750e+01
-6.496199607849121094e+00,-9.750717135409905367e+00,-5.111038208007812500e+01
